name,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag,sample_index,predicted_class,confidence,entropy,variation_ratio,mean_prob,std_prob,mean_probs,std_probs
4509,7.3,0.15,39.0,0.06,3,2015-2017,M-v,38h,,,2015 VC170,2460800.5,59.01007,286.11539,73.24323,1.45552,0.0549791,0.00338568,43.9243841,MPO458704,3,MPCLINUX,000A,2017-12-13,2443370.77706,291.1109362,41.509461,46.3393072,21.8958069,1.003447,Distant Object,,,,,,,3966,1,0.99810356,0.013780469,0.0,0.49999994,0.00091302407,"[0.0018963194452226162, 0.9981035590171814]","[0.000913023657631129, 0.0009130244725383818]"
4510,7.34,0.15,39.0,0.32,4,2015-2024,M-v,3Ek,,,2015 VD170,2460800.5,135.46159,220.53528,54.17514,10.08935,0.1506768,0.00316435,45.9493452,MPO893699,4,MPCLINUX,000A,2024-11-01,2417991.16144,311.4719848,39.0258449,52.8728455,22.4530672,1.0032209,Distant Object,,,,,,,3967,1,0.9976576,0.01652641,0.0,0.49999997,0.0010596183,"[0.002342364750802517, 0.9976575970649719]","[0.0010596170322969556, 0.0010596195934340358]"
4511,8.26,0.15,35.0,0.09,4,2015-2024,M-v,3Ek,,,2015 VE170,2460800.5,15.49292,182.78172,224.66621,9.81812,0.1375967,0.00351513,42.8392125,E2024-B03,4,MPCLINUX,000A,2024-01-09,2456392.96679,280.3898047,36.9446782,48.7337468,21.014072,1.0035792,Distant Object,,,,,,,3968,1,0.998308,0.012488027,0.0,0.49999994,0.00075711246,"[0.0016918852925300598, 0.998308002948761]","[0.0007571136811748147, 0.0007571112364530563]"
4512,8.1,0.15,23.0,0.09,4,2015-2017,M-v,38h,,,2015 VF170,2460800.5,265.3591,94.18079,66.76049,2.2467,0.0198663,0.00348538,43.082696,MPO458705,3,MPCLINUX,000A,2017-09-23,2487954.80522,282.7836584,42.2268022,43.9385898,21.5328463,1.0035488,Distant Object,,,,,,,3969,1,0.99809754,0.013819864,0.0,0.5000001,0.0010868087,"[0.0019026591908186674, 0.9980975389480591]","[0.0010868101380765438, 0.0010868074605241418]"
4513,8.2,0.15,33.0,0.07,3,2015-2017,M-v,38h,,,2015 VG170,2460800.5,345.09007,336.47282,107.75135,0.50683,0.0823068,0.00357066,42.3939199,MPO458705,3,MPCLINUX,000A,2017-12-13,2464976.24917,276.0294133,38.904612,45.8832278,21.0533631,1.003636,Distant Object,,,,,,,3970,1,0.99829024,0.012602422,0.0,0.50000006,0.00074494863,"[0.001709863543510437, 0.9982902407646179]","[0.0007449507247656584, 0.0007449464756064117]"
4514,8.4,0.15,35.0,0.09,4,2015-2017,M-v,38h,,,2015 VH170,2460800.5,334.40032,318.56334,135.42903,1.30516,0.0696402,0.00324951,45.143029,MPO458705,3,MPCLINUX,000A,2017-09-23,2468678.53662,303.3095215,41.9992594,48.2867986,22.4620481,1.0033079,Distant Object,,,,,,,3971,1,0.99761844,0.016764656,0.0,0.5000001,0.0009634858,"[0.0023818195331841707, 0.9976184368133545]","[0.0009634817251935601, 0.0009634899324737489]"
4515,8.1,0.15,34.0,0.07,4,2015-2017,M-v,38h,,,2015 VJ170,2460800.5,219.65533,131.49887,74.19714,4.74501,0.0372674,0.00347564,43.1630984,MPO458705,3,MPCLINUX,000A,2017-12-13,2501180.48331,283.5756384,41.5545219,44.7716749,21.5515755,1.0035389,Distant Object,,,,,,,3972,1,0.99816567,0.013392959,0.0,0.5000002,0.00075306377,"[0.00183471804484725, 0.9981656670570374]","[0.0007530627772212029, 0.0007530647562816739]"
4516,7.4,0.15,33.0,0.08,2,2015-2017,M-v,38h,,,2015 VK170,2460800.5,81.23056,235.49301,102.26147,2.21146,0.044959,0.00341424,43.6790787,MPO458706,3,MPCLINUX,000A,2017-12-13,2437008.52531,288.6756844,41.715311,45.6428464,21.7953948,1.0034761,Distant Object,,,,,,,3973,1,0.9981369,0.01357214,0.0,0.5,0.00073686254,"[0.0018631406128406525, 0.9981368780136108]","[0.000736862129997462, 0.0007368630031123757]"
4517,8.5,0.15,34.0,0.08,4,2015-2017,M-v,38h,,,2015 VL170,2460800.5,10.67541,359.84783,55.03152,26.73807,0.0660166,0.0038433,40.3645249,MPO458706,3,MPCLINUX,000A,2017-12-13,2458022.83237,256.4482665,37.6997962,43.0292536,20.0943043,1.0039147,Distant Object,,,,,,,3974,1,0.9972644,0.018874751,0.0,0.49999988,0.0013491428,"[0.0027353959158062935, 0.9972643852233887]","[0.0013491439167410135, 0.0013491417048498988]"
4518,8.3,0.15,36.0,0.08,3,2014-2017,M-v,38h,,,2015 VM170,2460800.5,1.21247,219.13355,204.98917,5.71843,0.1370034,0.00319399,45.6646853,MPO458706,4,MPCLINUX,000A,2017-12-13,2460420.87947,308.582081,39.4084682,51.9209024,22.4037811,1.0032512,Distant Object,,,,,,,3975,1,0.99765146,0.016564183,0.0,0.50000006,0.001071248,"[0.002348625101149082, 0.9976514577865601]","[0.0010712499497458339, 0.0010712459916248918]"
4519,7.9,0.15,32.0,0.05,3,2015-2017,M-v,38h,,,2015 VN170,2460800.5,336.11774,233.22732,223.31716,16.42122,0.1101807,0.00362825,41.9441156,MPO458706,3,MPCLINUX,000A,2017-12-13,2467382.89899,271.6480316,37.3226836,46.5655476,20.7174615,1.0036948,Distant Object,,,,,,,3976,1,0.9980382,0.014189991,0.0,0.5,0.0010048323,"[0.001961883855983615, 0.9980381727218628]","[0.001004834659397602, 0.001004830002784729]"
4520,8.0,0.15,31.0,0.08,4,2015-2017,M-v,38h,,,2015 VO170,2460800.5,142.00373,168.35739,109.83068,2.90652,0.0328936,0.00334906,44.2440123,MPO458706,3,MPCLINUX,000A,2017-09-16,2418398.6696,294.2942363,42.7886675,45.6993571,22.0980704,1.0034095,Distant Object,,,,,,,3977,1,0.99774736,0.015981155,0.0,0.49999997,0.0010509887,"[0.0022525901440531015, 0.9977473616600037]","[0.0010509900748729706, 0.0010509873973205686]"
