name,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag,sample_index,predicted_class,confidence,entropy,variation_ratio,mean_prob,std_prob,mean_probs,std_probs
1476,7.6,0.15,20.0,0.19,3,2000-2020,M-v,38h,,,2000 WL183,2460800.5,152.3951,202.25129,93.67096,4.28904,0.0606743,0.00339724,43.8246237,MPO598766,4,Rudenko,000A,2020-11-14,2415941.46903,290.1197493,41.1655953,46.4836521,21.8316445,1.0034588,Distant Object,,,,,,,1262,1,0.99792135,0.014913985,0.0,0.49999997,0.0009696855,"[0.0020785871893167496, 0.997921347618103]","[0.0009696869528852403, 0.0009696841007098556]"
1477,7.19,0.15,24.0,0.18,4,2000-2022,M-v,3El,,,2000 WM183,2460800.5,227.94139,147.17096,81.21415,7.42311,0.1088579,0.0032415,45.2173894,MPO732404,5,MPCLINUX,000A,2022-12-26,2501540.46915,304.0592553,40.2951193,50.1396595,22.3407807,1.0032997,Distant Object,,,,,,,1263,1,0.9975496,0.017178575,0.0,0.50000006,0.0013324155,"[0.0024505164474248886, 0.9975495934486389]","[0.0013324159663170576, 0.0013324151514098048]"
1478,7.0,0.15,16.0,0.17,5,2000-2006,M-v,38h,,,2000 WN183,2460800.5,306.85622,62.75674,96.71315,4.02997,0.1160046,0.00325921,45.0533923,MPO107894,2,MPCM,000A,2006-10-20,2477106.27442,302.4065859,39.8269915,50.2797931,22.2235529,1.0033178,Distant Object,,,,,,,1264,1,0.99806076,0.01404831,0.0,0.49999994,0.00084118266,"[0.0019391466630622745, 0.9980607628822327]","[0.0008411836461164057, 0.0008411816088482738]"
1479,7.46,0.15,26.0,0.23,4,2000-2021,M-v,3Ek,,,2000 WO183,2460800.5,57.6694,272.39811,120.47716,2.44072,0.0642327,0.00336346,44.1176106,E2021-XE0,5,MPCLINUX,000A,2021-12-01,2443654.33838,293.0339739,41.2838174,46.9514038,21.9677942,1.0034243,Distant Object,,,,,,,1265,1,0.9979703,0.014611196,0.0,0.49999997,0.0008740445,"[0.0020296364091336727, 0.9979702830314636]","[0.0008740438497625291, 0.0008740451885387301]"
1480,7.24,0.15,23.0,0.48,4,2000-2020,M-v,3Ek,,,2000 YV1,2460800.5,245.95856,10.74346,189.62507,0.79453,0.0295479,0.00335538,44.1883866,MPO598766,5,Pike,000A,2020-12-09,2494788.94813,293.7394095,42.8827126,45.4940606,22.0749033,1.003416,Distant Object,,,,,,,1266,1,0.9978193,0.015542968,0.0,0.5000001,0.000997546,"[0.0021809113677591085, 0.9978193044662476]","[0.0009975453140214086, 0.0009975467110052705]"
1481,7.0,0.15,5.0,0.19,E,,,,,,2000 YW1,2451880.5,0.0,327.67553,87.21396,1.1546,0.0,0.00350526,42.9196604,MPO  8571,1,Marsden,200A,2000-12-18,2451880.5,281.1799928,42.9196604,42.9196604,21.4598302,1.0035691,Distant Object,,1.0,2.0,,,,1267,1,0.9979632,0.01465616,0.0,0.50000006,0.0009222067,"[0.0020369249396026134, 0.9979631900787354]","[0.0009222046937793493, 0.0009222085936926305]"
1482,7.06,0.15,22.0,0.3,4,2000-2021,M-v,3Ek,,,2000 YX1,2460800.5,39.31951,337.17062,65.06132,4.53793,0.0779567,0.00316654,45.9281792,MPO598766,6,Alexanders,000A,2021-01-11,2448383.15909,311.256796,42.3477699,49.5085885,22.8245312,1.0032231,Distant Object,,,,,,,1268,1,0.997117,0.01974101,0.0,0.49999997,0.0016035109,"[0.002882939064875245, 0.9971169829368591]","[0.001603508833795786, 0.0016035131411626935]"
1483,7.1,0.15,10.0,0.26,7,2000-2001,M-v,38h,,,2000 YY1,2460800.5,347.77158,292.28759,209.59246,7.86132,0.5349008,0.00191448,64.2345858,MPO 22759,2,MPCM,000A,2001-12-13,2467188.09925,514.8176076,29.8754545,98.5937171,22.9279295,1.0019462,Distant Object,,,,,,,1269,1,0.9845752,0.079654485,0.0,0.50000006,0.012782285,"[0.015424934215843678, 0.9845752120018005]","[0.012782284058630466, 0.01278228685259819]"
1484,7.9,0.15,9.0,0.26,E,2000-2001,M-v,38h,,,2000 YZ1,2460800.5,332.28005,30.56074,95.75241,5.52332,0.1314863,0.00328735,44.795922,MPO 19910,2,MPCM,000A,2001-11-09,2469232.93695,299.8180116,38.905872,50.685972,22.0107306,1.0033465,Distant Object,,,,,,,1270,1,0.9977542,0.015940486,0.0,0.50000006,0.001142958,"[0.0022459528408944607, 0.9977542161941528]","[0.001142961555160582, 0.001142954220995307]"
1485,7.0,0.15,21.0,0.34,5,2000-2024,M-v,3Ek,,,2000 YA2,2460800.5,116.22927,173.79047,147.04744,1.86626,0.0569062,0.00333331,44.3832218,E2025-NA0,6,Veres,000A,2024-12-31,2425931.37031,295.6842807,41.8575413,46.9089023,22.1197475,1.0033935,Distant Object,,,,,,,1271,1,0.99778175,0.015770465,0.0,0.49999988,0.0012520027,"[0.0022180296946316957, 0.9977817535400391]","[0.0012519987067207694, 0.0012520066229626536]"
1486,7.9,0.15,4.0,0.15,E,,,,,,2000 YD2,2451880.5,359.9478,349.72936,65.31626,21.51871,0.1033009,0.00350319,42.936555,MPO  8571,1,Marsden,200A,2000-12-18,2451895.40109,281.3460318,38.5011702,47.3719398,21.2391879,1.003567,Distant Object,,1.0,1.0,,,,1272,1,0.99754107,0.01722963,0.0,0.50000006,0.0010890324,"[0.0024590101093053818, 0.997541069984436]","[0.0010890323901548982, 0.0010890323901548982]"
1487,8.26,0.15,15.0,0.64,5,2000-2021,M-v,3Ek,,,2000 YE2,2460800.5,357.42863,235.89549,224.53033,3.82042,0.212066,0.00292579,48.414296,MPO598766,5,Alexanders,000A,2021-01-11,2461679.39052,336.8685224,38.1472699,58.6813221,23.1185044,1.0029774,Distant Object,,,,,,,1273,1,0.9973294,0.018492496,0.0,0.5000001,0.0014165144,"[0.0026707961224019527, 0.9973294138908386]","[0.001416515209712088, 0.0014165135798975825]"
1488,7.0,0.15,22.0,0.43,3,2000-2016,M-v,38h,,,2000 YF2,2460800.5,280.85818,90.95325,81.28726,2.00363,0.0746211,0.00316876,45.906735,MPO368997,5,MPCADO,000A,2016-02-04,2485776.61639,311.0388293,42.4811239,49.3323461,22.8255561,1.0032254,Distant Object,,,,,,,1274,1,0.9976027,0.016858773,0.0,0.50000006,0.0012706681,"[0.002397389616817236, 0.9976027011871338]","[0.0012706674169749022, 0.0012706686975434422]"
1489,7.7,0.15,4.0,0.08,E,,,,,,2000 YG2,2451880.5,359.94749,181.78284,235.87052,24.70637,0.0852269,0.00351715,42.8227996,MPO  8572,1,Marsden,200A,2000-12-18,2451895.42991,280.2286824,39.1731451,46.4724541,21.2558754,1.0035813,Distant Object,,1.0,1.0,,,,1275,1,0.9972139,0.019173196,0.0,0.5,0.0015556477,"[0.0027861082926392555, 0.9972139000892639]","[0.0015556496800854802, 0.001555645721964538]"
1490,7.9,0.15,6.0,0.26,E,,,,,,2000 YB29,2451900.5,50.33107,356.72333,283.72491,7.70083,0.3102112,0.00398599,39.3953706,MPO  8577,1,Marsden,200A,2001-01-01,2439273.22134,247.2679256,27.1744854,51.6162558,17.8021576,1.0040606,Distant Object,,1.0,11.0,,,,1276,1,0.99918205,0.0066333795,0.0,0.5000001,0.0003192834,"[0.0008181449957191944, 0.9991820454597473]","[0.00031928051612339914, 0.00031928627868182957]"
1491,7.6,0.15,5.0,0.18,E,,,,,,2000 YQ142,2451900.5,307.85113,90.55349,33.6065,23.75671,0.2828477,0.00396865,39.5100318,MPO 13803,1,Marsden,200A,2000-12-24,2465040.8694,248.3482299,28.3347102,50.6853534,18.1745589,1.0040429,Distant Object,,1.0,2.0,,,,1277,1,0.9982277,0.013000653,0.0,0.5000002,0.0008321476,"[0.0017725948709994555, 0.9982277154922485]","[0.0008321458590216935, 0.0008321493514813483]"
1492,7.3,0.15,3.0,0.08,E,,,,,,2000 YY142,2451900.5,359.99554,13.82076,121.99965,2.39186,0.0990817,0.00327596,44.8997164,MPO 16091,1,Marsden,200A,2000-12-24,2451901.86146,300.8606551,40.4509762,49.3484566,22.2294638,1.0033349,Distant Object,,1.0,1.0,,,,1278,1,0.9978621,0.015279928,0.0,0.50000006,0.0009914192,"[0.0021380269899964333, 0.9978621006011963]","[0.000991419656202197, 0.0009914186084643006]"
1493,6.74,0.15,34.0,0.33,3,2001-2025,M-v,3Ek,,,2001 DB106,2460800.5,173.82849,243.77382,130.03463,3.79134,0.0383957,0.00348718,43.0678555,MPO918383,6,MPCLINUX,000A,2025-04-23,2410951.48793,282.6375572,41.414235,44.721476,21.5021818,1.0035507,Distant Object,,,,,,,1279,1,0.99797267,0.014595775,0.0,0.4999999,0.0009885948,"[0.002027128590270877, 0.9979726672172546]","[0.0009885963518172503, 0.0009885933250188828]"
1494,6.48,0.15,74.0,0.32,3,2001-2024,M-v,3Ek,,,2001 DC106,2460800.5,80.91988,344.20156,121.35265,1.91425,0.0634095,0.00360473,42.1263691,MPO892959,12,MPCLINUX,000A,2024-03-17,2438352.06324,273.420481,39.4551571,44.7975811,20.9784944,1.0036708,Distant Object,,,,,,,1280,1,0.99844277,0.011623051,0.0,0.49999997,0.00059486355,"[0.0015571898547932506, 0.9984427690505981]","[0.0005948642501607537, 0.0005948628531768918]"
1495,7.75,0.15,37.0,0.26,4,2001-2024,M-v,3Ek,,,2001 DD106,2460800.5,60.96814,359.94649,123.54421,1.82364,0.0954752,0.00338568,43.9243711,MPO906369,7,MPCLINUX,000A,2024-04-14,2442792.42462,291.1108069,39.730683,48.1180592,21.7619889,1.003447,Distant Object,,,,,,,1281,1,0.9981234,0.013656458,0.0,0.49999997,0.00090958574,"[0.001876558642834425, 0.9981234073638916]","[0.0009095862042158842, 0.0009095852146856487]"
1496,8.3,0.15,6.0,0.21,E,,,,,,2001 DR106,2451960.5,0.0,1.45735,151.5709,1.52285,0.0,0.00332415,44.4647626,MPO 13818,1,Marsden,200A,2001-02-25,2451960.5,296.4995011,44.4647626,44.4647626,22.2323813,1.0033841,Distant Object,,1.0,3.0,,,,1282,1,0.9976392,0.016637985,0.0,0.5,0.0009909016,"[0.0023608102928847075, 0.9976391792297363]","[0.0009909041691571474, 0.0009908989304676652]"
1497,8.36,0.15,25.0,0.15,4,2001-2019,M-v,3El,,,2001 DS106,2460800.5,318.74841,81.71135,156.5006,5.60679,0.1178377,0.0034316,43.5316097,MPO884894,6,Alexanders,000A,2019-03-08,2472821.59512,287.2149818,38.4019449,48.6612745,21.4635709,1.0034939,Distant Object,,,,,,,1283,1,0.99806166,0.014043046,0.0,0.5,0.00095761183,"[0.0019383132457733154, 0.9980616569519043]","[0.0009576127049513161, 0.0009576109587214887]"
1498,7.3,0.15,10.0,0.27,E,,,,,,2001 DM108,2451960.5,0.0,2.29052,151.21244,2.91851,0.0,0.00321807,45.4365454,MPO 20837,1,MPCM,200A,2001-02-25,2451960.5,306.2724664,45.4365454,45.4365454,22.7182727,1.0032758,Distant Object,,1.0,3.0,,,,1284,1,0.9973053,0.018633205,0.0,0.49999988,0.0015126786,"[0.0026944978162646294, 0.9973052740097046]","[0.0015126768266782165, 0.001512680435553193]"
1499,7.8,0.15,6.0,0.14,E,,,,,,2001 DN108,2451960.5,0.0,176.31351,337.111,8.29312,0.0,0.00321521,45.4634971,MPO 20837,1,MPCM,200A,2001-02-25,2451960.5,306.5450154,45.4634971,45.4634971,22.7317485,1.0032728,Distant Object,,1.0,3.0,,,,1285,1,0.99717116,0.019424947,0.0,0.50000006,0.0016992232,"[0.002829003846272826, 0.99717116355896]","[0.0016992250457406044, 0.001699221320450306]"
1500,8.4,0.15,13.0,0.46,E,,,,,,2001 DO108,2451960.5,0.0,5.03134,148.65392,2.56933,0.0,0.00350152,42.9501599,MPO 20837,1,MPCM,200A,2001-02-25,2451960.5,281.4797635,42.9501599,42.9501599,21.47508,1.0035653,Distant Object,,1.0,3.0,,,,1286,1,0.99798095,0.014545987,0.0,0.50000006,0.0008876596,"[0.0020191490184515715, 0.9979809522628784]","[0.0008876542560756207, 0.0008876649080775678]"
1501,10.0,0.15,10.0,0.2,E,,,,,,2001 DP108,2451960.5,311.82751,121.30231,113.44045,1.32075,0.3067393,0.00397637,39.4588864,MPO 20837,1,MPCM,200A,2001-02-25,2464075.4033,247.8661589,27.3552952,51.5624776,17.8731197,1.0040508,Distant Object,,1.0,3.0,,,,1287,1,0.9991176,0.0070873094,0.0,0.49999997,0.0003119285,"[0.0008823190582916141, 0.9991176128387451]","[0.00031192725873552263, 0.00031192979076877236]"
1502,8.6,0.15,18.0,0.15,E,,,,,,2001 DQ108,2451960.5,0.0,181.70251,331.80836,2.91232,0.0,0.00321997,45.4187526,MPO 23618,1,MPCM,200A,2001-02-25,2451960.5,306.0925811,45.4187526,45.4187526,22.7093763,1.0032777,Distant Object,,1.0,3.0,,,,1288,1,0.9973429,0.01841199,0.0,0.50000006,0.0012379398,"[0.002657185774296522, 0.9973428845405579]","[0.0012379370164126158, 0.0012379426043480635]"
1503,8.0,0.15,6.0,0.26,E,,,,,,2001 DS108,2451960.5,0.0,347.26275,166.35816,3.0255,0.0,0.00317271,45.8686629,MPO 25897,1,MPCM,200A,2001-02-25,2451960.5,310.6519761,45.8686629,45.8686629,22.9343314,1.0032294,Distant Object,,1.0,3.0,,,,1289,1,0.9970882,0.01991033,0.0,0.50000006,0.0014234033,"[0.002911968156695366, 0.9970881938934326]","[0.0014234065311029553, 0.001423400011844933]"
1504,9.5,0.15,6.0,0.15,E,,,,,,2001 DT108,2451960.5,359.99156,337.70244,176.0341,1.85171,0.1883245,0.00396981,39.5023521,MPO 25897,1,MPCM,200A,2001-02-25,2451962.62605,248.2758249,32.0630914,46.9416128,19.0506785,1.0040441,Distant Object,,1.0,3.0,,,,1290,1,0.999025,0.00773479,0.0,0.50000006,0.00039417276,"[0.0009750853641889989, 0.9990249872207642]","[0.00039417072548530996, 0.0003941748000215739]"
1505,8.5,0.15,4.0,0.33,E,,,,,,2001 DU108,2451960.5,359.9923,170.54535,75.7062,3.34996,0.0487724,0.00326157,45.0316937,MPO 27766,1,MPCM,200A,2001-02-25,2451962.86088,302.1881448,42.8353899,47.2279975,22.4622873,1.0033202,Distant Object,,1.0,3.0,,,,1291,1,0.9976787,0.01639909,0.0,0.50000006,0.00096859445,"[0.0023213671520352364, 0.9976786971092224]","[0.0009685978293418884, 0.0009685910190455616]"
1506,8.2,0.15,15.0,0.17,6,2001-2002,M-v,38h,,,2001 DV108,2460800.5,337.37949,253.96299,338.42056,4.66549,0.2618382,0.00317619,45.8350969,MPO 29689,2,MPCM,000A,2002-04-08,2467922.60258,310.3110428,33.8337176,57.8364762,21.3463387,1.003233,Distant Object,,,,,,,1292,1,0.9980603,0.014052112,0.0,0.50000006,0.00090313406,"[0.0019397805444896221, 0.9980602860450745]","[0.00090313411783427, 0.0009031340014189482]"
1507,7.18,0.15,29.0,0.14,4,2001-2020,M-v,3Ek,,,2001 ES24,2460800.5,169.46741,263.94074,111.54725,4.03682,0.059867,0.0033484,44.2497695,E2024-F86,5,MPCLINUX,000A,2020-02-18,2410189.0408,294.3516802,41.6006685,46.8988705,22.0455879,1.0034089,Distant Object,,,,,,,1293,1,0.9977499,0.015964916,0.0,0.4999999,0.0011743081,"[0.0022499053739011288, 0.997749924659729]","[0.00117430929094553, 0.0011743070790544152]"
1508,8.4,0.15,31.0,0.25,2,2001-2006,M-v,38h,,,2001 FU172,2460800.5,58.98622,133.32073,32.52748,24.76926,0.2678969,0.00401852,39.182477,MPO339367,4,MPCADO,000A,2006-05-26,2446121.83383,245.2662726,28.6856129,49.6793411,18.1851998,1.0040939,Distant Object,,,,,,,1294,1,0.9983557,0.012184079,0.0,0.50000006,0.000838508,"[0.0016443796921521425, 0.9983556866645813]","[0.0008385060937143862, 0.0008385099936276674]"
1509,10.4,0.15,4.0,0.3,E,,,,,,2001 FB185,2451980.5,359.94823,26.25212,127.86744,4.33757,0.0870357,0.00347411,43.1758217,MPO 13848,1,Marsden,200A,2001-03-28,2451995.4017,283.7010332,39.4179838,46.9336596,21.4243778,1.0035373,Distant Object,,1.0,1.0,,,,1295,1,0.99822885,0.012990762,0.0,0.4999999,0.00085292873,"[0.0017709530657157302, 0.9982288479804993]","[0.0008529283222742379, 0.0008529291371814907]"
1510,8.1,0.15,4.0,0.1,E,,,,,,2001 FC185,2451980.5,359.94752,4.70505,150.06845,20.0071,0.1020562,0.00350206,42.9457657,MPO 13848,1,Marsden,200A,2001-03-28,2451995.48572,281.4365677,38.562884,47.3286474,21.2492327,1.0035659,Distant Object,,1.0,1.0,,,,1296,1,0.99762636,0.016714118,0.0,0.49999985,0.001340894,"[0.0023733647540211678, 0.9976263642311096]","[0.0013408937957137823, 0.0013408943777903914]"
1511,7.09,0.15,43.0,0.34,4,2001-2022,M-v,3Ek,,,2001 FL185,2460800.5,45.20116,66.32754,75.45933,3.56298,0.0755428,0.00337336,44.0312589,MPO703100,8,MPCLINUX,000A,2022-04-01,2447400.81423,292.1740589,40.7050143,47.3575035,21.8899925,1.0034344,Distant Object,,,,,,,1297,1,0.9980687,0.013998435,0.0,0.4999999,0.0009298404,"[0.0019311499781906605, 0.9980686902999878]","[0.0009298408403992653, 0.0009298399672843516]"
1512,7.7,0.15,4.0,0.12,E,,,,,,2001 FS185,2452020.5,0.08946,109.61987,97.3798,4.60087,0.0421664,0.00346509,43.2506744,MPO 14427,1,Marsden,200A,2001-05-22,2451994.68182,284.4391195,41.4269492,45.0743996,21.5868872,1.0035281,Distant Object,,1.0,57.0,,,,1298,1,0.99810183,0.013791783,0.0,0.5,0.0008866868,"[0.001898139831610024, 0.9981018304824829]","[0.0008866908610798419, 0.000886682712007314]"
1513,7.9,0.15,13.0,0.28,3,2001-2016,M-v,38h,,,2001 FT185,2460800.5,61.88145,139.99848,16.85543,19.53683,0.1094297,0.0030576,47.0127157,MPO377759,4,MPCADO,000A,2016-03-13,2440561.93053,322.3465367,41.8681283,52.1573031,23.2248725,1.0031119,Distant Object,,,,,,,1299,1,0.996758,0.021818314,0.0,0.49999997,0.0015984522,"[0.003241962753236294, 0.996757984161377]","[0.0015984511701390147, 0.0015984532656148076]"
1514,8.6,0.15,4.0,0.11,E,,,,,,2001 FC193,2451980.5,0.0,30.59292,153.06735,2.83615,0.0,0.00310843,46.4987816,MPO 20839,1,MPCM,200A,2001-03-28,2451980.5,317.075262,46.4987816,46.4987816,23.2493908,1.0031638,Distant Object,,1.0,1.0,,,,1300,1,0.9972311,0.019071855,0.0,0.5,0.001432952,"[0.0027688839472830296, 0.997231125831604]","[0.0014329521218314767, 0.001432951889000833]"
1515,8.1,0.15,4.0,0.09,E,,,,,,2001 FD193,2451980.5,0.0,7.86258,176.04131,12.53943,0.0,0.00328814,44.7888088,MPO 20839,1,MPCM,200A,2001-03-28,2451980.5,299.7466018,44.7888088,44.7888088,22.3944044,1.0033473,Distant Object,,1.0,1.0,,,,1301,1,0.99696016,0.02065518,0.0,0.5000001,0.0016631857,"[0.003040091134607792, 0.9969601631164551]","[0.0016631842590868473, 0.0016631870530545712]"
1516,7.7,0.15,4.0,0.04,E,,,,,,2001 FF193,2451980.5,0.0,13.43375,170.02751,1.9457,0.0,0.00329437,44.7322786,MPO 20839,1,MPCM,200A,2001-03-28,2451980.5,299.1792931,44.7322786,44.7322786,22.3661393,1.0033537,Distant Object,,1.0,1.0,,,,1302,1,0.9976289,0.016700802,0.0,0.50000006,0.0010973676,"[0.0023712313268333673, 0.997628927230835]","[0.0010973699390888214, 0.0010973653988912702]"
1517,9.3,0.15,4.0,0.09,E,,,,,,2001 FJ193,2451980.5,359.93947,55.36719,128.1107,1.10559,0.0805312,0.00399326,39.3475258,MPO 20839,1,MPCM,200A,2001-03-28,2451995.65827,246.8176103,36.1788223,42.5162293,19.5461732,1.0040681,Distant Object,,1.0,1.0,,,,1303,1,0.9987332,0.009717587,0.0,0.50000006,0.00050579966,"[0.0012668808922171593, 0.9987332224845886]","[0.0005057987291365862, 0.0005058006499893963]"
1518,7.39,0.15,21.0,0.12,4,2001-2013,M-v,3El,,,2001 FJ194,2460800.5,19.95561,188.82713,4.96545,12.27576,0.1371372,0.00337375,44.0278212,MPO725113,3,Veres,000A,2013-04-16,2454885.44828,292.1398427,37.9899691,50.0656733,21.5999035,1.0034348,Distant Object,['2005 GY186'],,,,,,1304,1,0.9980166,0.014323482,0.0,0.49999994,0.0009791423,"[0.0019832970574498177, 0.9980165958404541]","[0.0009791423799470067, 0.0009791422635316849]"
1519,8.9,0.15,12.0,0.24,E,,,,,,2001 FK194,2451980.5,359.98507,358.48529,182.55956,8.81649,0.6330114,0.0014781,76.3249268,MPO 41681,1,MPCM,200A,2001-03-30,2451990.60081,666.8061469,28.010378,124.6394756,22.8706333,1.0015019,Distant Object,,1.0,8.0,,,,1305,1,0.93754965,0.23365755,0.0,0.5000001,0.05389154,"[0.06245056539773941, 0.9375496506690979]","[0.053891539573669434, 0.05389154329895973]"
1520,7.4,0.15,34.0,0.2,5,2001-2022,M-v,3Ek,,,2001 FM194,2460800.5,1.85243,44.02717,181.80823,28.70515,0.3614948,0.00250411,53.7072878,MPO703100,9,MPCLINUX,000A,2022-04-08,2460060.7412,393.5952348,34.2923825,73.1221931,23.3444503,1.0025472,Distant Object,,,,,,,1306,1,0.9935153,0.03913565,0.0,0.5,0.0044791186,"[0.00648472597822547, 0.9935153126716614]","[0.004479117225855589, 0.004479120019823313]"
1521,8.04,0.15,9.0,0.2,9,,M-v,3El,,,2001 FN194,2460800.5,200.77476,20.5119,0.63633,10.40663,0.1015698,0.00500153,33.8636678,MPO869194,1,Alexanders,200A,2001-03-31,2492635.99735,197.0611408,30.4241418,37.3031938,16.7571579,1.0051004,Distant Object,,1.0,9.0,,,,1307,1,0.9993123,0.0056945696,0.0,0.4999999,0.00025827385,"[0.00068756437394768, 0.9993122816085815]","[0.00025827583158388734, 0.0002582719025667757]"
1522,6.64,0.15,16.0,0.12,5,2001-2024,M-v,3Ek,,,2001 HA59,2460800.5,141.93228,308.69635,149.47279,1.01324,0.0663922,0.00341429,43.6786239,E2024-JV1,4,MPCLINUX,000A,2024-05-04,2419229.33252,288.6711758,40.778704,46.5785438,21.7430459,1.0034762,Distant Object,,,,,,,1308,1,0.9980041,0.014402296,0.0,0.50000006,0.0010463883,"[0.001996002858504653, 0.9980040788650513]","[0.0010463891085237265, 0.0010463874787092209]"
1523,7.2,0.15,17.0,0.2,3,2001-2007,M-v,38h,,,2001 KF76,2460800.5,286.64759,297.43617,51.00344,3.21818,0.0242252,0.00335522,44.1898182,MPO157350,4,MPCM,000A,2007-05-19,2482662.80627,293.7536843,43.119311,45.2603254,22.0819425,1.0034158,Distant Object,,,,,,,1309,1,0.99758196,0.016981775,0.0,0.49999985,0.001108321,"[0.002417732961475849, 0.997581958770752]","[0.0011083224089816213, 0.0011083196150138974]"
1524,6.2,0.15,39.0,0.12,2,2001-2008,M-v,38h,,,2001 KG76,2460800.5,70.69877,63.12556,96.00851,1.55139,0.3409223,0.00268353,51.2859752,MPO157350,4,MPCM,000A,2008-05-09,2434454.76868,367.2805474,33.8014426,68.7705078,22.6625541,1.0027301,Distant Object,,,,,,,1310,1,0.9965754,0.022859652,0.0,0.50000006,0.0020231206,"[0.0034246572759002447, 0.9965754151344299]","[0.0020231204107403755, 0.002023120876401663]"
1525,6.8,0.15,19.0,0.25,3,2001-2006,M-v,38h,,,2001 KH76,2460800.5,316.95663,71.38233,261.72517,3.25587,0.121877,0.00316289,45.9635064,MPO157350,4,MPCM,000A,2006-04-20,2474409.76078,311.6159854,40.3616121,51.5654007,22.6403822,1.0032194,Distant Object,,,,,,,1311,1,0.9975644,0.0170901,0.0,0.5000001,0.0012034988,"[0.0024358131922781467, 0.9975643754005432]","[0.0012034993851557374, 0.0012034981045871973]"
1526,6.6,0.15,22.0,0.18,4,2001-2008,M-v,38h,,,2001 KL76,2460800.5,236.05723,145.1201,255.46257,1.33572,0.1008827,0.00334258,44.3011701,MPO157350,4,MPCM,000A,2008-05-30,2497881.35864,294.8647081,39.8319484,48.7703918,21.9251515,1.0034029,Distant Object,,,,,,,1312,1,0.99799776,0.014441397,0.0,0.5,0.0009623223,"[0.0020022913813591003, 0.9979977607727051]","[0.0009623204241506755, 0.000962324149440974]"
1527,7.1,0.15,4.0,0.07,E,,,,,,2001 KM76,2452060.5,0.0295,121.17749,127.3117,1.42363,0.0750054,0.00327915,44.8706172,MPO 14451,1,Marsden,200A,2001-06-10,2452051.50363,300.5682239,41.5050786,48.2361558,22.3090918,1.0033381,Distant Object,,1.0,19.0,,,,1313,1,0.99756014,0.017114105,0.0,0.49999994,0.001170774,"[0.002439756877720356, 0.9975601434707642]","[0.001170774339698255, 0.001170773641206324]"
1528,6.3,0.15,12.0,0.1,3,2001-2020,M-v,38h,,,2001 KQ76,2460800.5,319.38712,247.8008,47.79257,6.25648,0.0948959,0.00354858,42.5695971,MPO545593,4,MPCLINUX,000A,2020-05-15,2472245.58384,277.7469571,38.5299169,46.6092773,21.093124,1.0036134,Distant Object,,,,,,,1314,1,0.9982441,0.012894935,0.0,0.49999997,0.0008132943,"[0.0017558616818860173, 0.9982441067695618]","[0.0008132949587889016, 0.0008132937364280224]"
1529,7.5,0.15,4.0,0.07,E,,,,,,2001 KS76,2452060.5,0.02458,58.65271,158.62112,2.79383,0.0922511,0.00341974,43.6321983,MPO 14451,1,Marsden,200A,2001-06-10,2452053.31223,288.2110593,39.60708,47.6573166,21.6304384,1.0034818,Distant Object,,1.0,17.0,,,,1315,1,0.9979953,0.014456911,0.0,0.50000006,0.0009869691,"[0.0020047996658831835, 0.9979953169822693]","[0.0009869687492027879, 0.000986969331279397]"
1530,7.6,0.15,29.0,0.18,2,2001-2008,M-v,38h,,,2001 KW76,2460800.5,342.18043,242.37012,61.90199,10.47863,0.2131762,0.00318008,45.7977321,MPO198858,6,MPCW,000A,2008-05-05,2466404.13836,309.9316715,36.0347456,55.5607186,21.8582479,1.003237,Distant Object,,,,,,,1316,1,0.9974603,0.017712101,0.0,0.4999999,0.0014658903,"[0.002539524110034108, 0.9974603056907654]","[0.0014658906729891896, 0.0014658899744972587]"
1531,6.17,0.15,35.0,0.13,5,2001-2022,M-v,3Ek,,,2001 KY76,2460800.5,319.59895,263.76927,90.10855,3.9757,0.2341552,0.00401414,39.21098,E2022-N78,4,MPCLINUX,000A,2022-07-04,2470865.28414,245.5339469,30.0295251,48.3924349,18.5305473,1.0040894,Distant Object,,,,,,,1317,1,0.99903876,0.0076385657,0.0,0.49999997,0.00036603643,"[0.0009612020221538842, 0.9990387558937073]","[0.0003660350339487195, 0.0003660377988126129]"
1532,7.8,0.15,4.0,0.09,E,,,,,,2001 KZ76,2452060.5,10.2644,137.12801,41.94331,25.71557,0.5161838,0.00140373,78.9974693,MPO 14451,1,Marsden,200A,2001-06-10,2444748.11131,702.1336192,38.2202554,119.7746832,28.974466,1.0014263,Distant Object,,1.0,17.0,,,,1318,1,0.8737608,0.37917444,0.020000000000000018,0.49999997,0.10720152,"[0.1262391358613968, 0.8737608194351196]","[0.10720151662826538, 0.10720150917768478]"
