name,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy,variation_ratio,prob_mean_c0,prob_std_c0,prob_mean_c1,prob_std_c1
5225,9.58,0.15,22.0,0.42,7,,M-v,3Ek,,,2017 DO177,2460800.5,47.09691,171.29579,298.76991,14.72041,0.1258846,0.00446609,36.5189153,MPO870532,1,MPCLINUX,200A,2017-03-25,2450254.84169,220.6870271,31.9217463,41.1160843,17.9701013,1.0045519,Distant Object,,1.0,61.0,,,,1,0.9927747,0.005910697,0.042820618,0.0,0.007225192,0.005910694,0.9927747,0.005910697
5226,9.68,0.15,53.0,0.32,6,,M-v,3Ek,,,2017 DV177,2460800.5,357.88988,27.20538,173.9491,23.63254,0.8161876,0.00041898,176.878489,MPO870534,1,MPCLINUX,200A,2017-03-30,2465837.78814,2352.4073593,32.5124596,321.2445184,29.524363,1.0004253,Distant Object,,1.0,68.0,,,,0,0.98797834,0.049301203,0.06509718,0.0,0.98797834,0.049301203,0.012021594,0.0493012
5228,16.03,0.15,46.0,0.82,5,,M-v,3Ek,,,2017 EM4,2460800.5,15.78244,146.52726,346.929,83.4797,0.920184,0.00523776,32.8376748,MPO640890,1,Pan,200A,2017-06-25,2457787.26136,188.1735579,2.6209719,63.0543777,2.5163741,1.0053426,Distant Object,,1.0,153.0,,,,1,0.99789953,0.009706554,0.015048698,0.0,0.0021004295,0.00970655,0.99789953,0.009706554
5229,8.63,0.15,104.0,0.23,7,2016-2018,M-v,3Ek,,,2017 EY49,2460800.5,320.95966,4.8055,217.85233,10.69335,0.2135299,0.00342636,43.5760214,E2024-S28,2,MPCLINUX,000A,2018-01-17,2472194.81457,287.6546264,34.2712379,52.8808049,20.794586,1.0034885,Distant Object,,,,,,,1,0.98983145,0.008498417,0.056774393,0.0,0.010168488,0.00849842,0.98983145,0.008498417
5230,7.23,0.15,65.0,0.16,4,2013-2020,M-v,3Ek,,,2017 EO50,2460800.5,351.7457,253.01174,278.78609,10.58643,0.0653675,0.00345328,43.349209,E2024-Ra6,5,MPCLINUX,000A,2020-02-14,2463190.8336,285.4116957,40.5155796,46.1828384,21.5819909,1.003516,Distant Object,,,,,,,1,0.98881257,0.008356575,0.06138911,0.0,0.011187363,0.008356578,0.98881257,0.008356575
5231,9.99,0.15,51.0,0.17,5,2017-2019,M-v,3El,,,2017 EN51,2460800.5,354.92935,346.76137,184.49235,17.63965,0.175308,0.00318024,45.7961731,E2024-JF3,3,Alexanders,000A,2019-04-05,2462394.94375,309.9158461,37.7677376,53.8246086,22.1943621,1.0032371,Distant Object,,,,,,,1,0.9883539,0.008601848,0.063435465,0.0,0.011646067,0.00860185,0.9883539,0.008601848
5232,9.11,0.15,29.0,0.32,3,2015-2018,M-v,3Ek,,,2017 ES51,2460800.5,1.9997,300.99305,221.21672,13.71268,0.594577,0.00162563,71.6344637,MPO907016,4,MPCLINUX,000A,2018-12-13,2459570.36959,606.2936515,29.0422592,114.2266682,23.1550593,1.0016521,Distant Object,,,,,,,1,0.92907715,0.07763277,0.2560194,0.0,0.07092276,0.07763277,0.92907715,0.07763277
5233,8.32,0.15,16.0,0.37,7,2017-2019,M-v,3Ek,,,2017 EV51,2460800.5,298.733,111.28717,175.56126,20.52046,0.1828626,0.00331955,44.5057947,E2024-U35,2,Pan,000A,2019-04-06,2479257.19529,296.9100105,36.3673494,52.64424,21.5087887,1.0033794,Distant Object,,,,,,,1,0.98753583,0.008721242,0.06704014,0.0,0.012464132,0.008721247,0.98753583,0.008721242
5234,8.54,0.15,32.0,0.27,5,2016-2018,M-v,3Ek,,,2017 EW51,2460800.5,320.75828,13.36095,194.77967,15.05356,0.0708893,0.0037953,40.704119,E2025-M05,3,MPCLINUX,000A,2018-01-17,2471140.05682,259.6913828,37.8186325,43.5896055,20.2497844,1.0038656,Distant Object,,,,,,,1,0.99017394,0.0061966646,0.05520075,0.0,0.009826066,0.0061966632,0.99017394,0.0061966646
5235,7.91,0.15,26.0,0.17,4,2016-2022,M-v,3Ek,,,2017 ED52,2460800.5,5.74864,284.75784,185.52787,22.95963,0.6648583,0.00079102,115.7920697,E2025-NA0,4,Veres,000A,2022-04-23,2453532.93995,1246.0005243,38.8067511,192.7773883,32.3038708,1.0008032,Distant Object,,,,,,,0,0.81018144,0.23048967,0.48595974,0.0,0.81018144,0.23048967,0.18981853,0.23048967
5236,8.16,0.15,14.0,0.32,5,2016-2019,M-v,3Ek,,,2017 EE52,2460800.5,340.4676,118.94212,109.21816,6.18217,0.1057747,0.00317634,45.8336646,E2024-U35,3,Pan,000A,2019-04-06,2466949.91914,310.2964975,40.9856225,50.6817067,22.6604322,1.0032331,Distant Object,,,,,,,1,0.9870143,0.0115874,0.06930973,0.0,0.012985711,0.011587401,0.9870143,0.0115874
5237,8.25,0.15,22.0,0.3,5,2017-2019,M-v,3Ek,,,2017 EJ52,2460800.5,358.63765,358.37222,160.67833,53.26355,0.1995483,0.00276221,50.3073245,E2024-U35,3,Pan,000A,2019-05-09,2461293.71193,356.8180629,40.2685834,60.3460656,24.1520554,1.0028104,Distant Object,,,,,,,1,0.9792292,0.018547555,0.10102413,0.0,0.020770865,0.018547554,0.9792292,0.018547555
5238,7.32,0.15,17.0,0.3,7,2017-2019,M-v,3Ek,,,2017 EN52,2460800.5,134.21481,10.01079,38.77348,16.741,0.2825644,0.00403554,39.072259,E2024-U35,2,Pan,000A,2019-04-06,2427541.96698,244.2321213,28.0318296,50.1126884,17.9763133,1.0041113,Distant Object,,,,,,,1,0.9913715,0.0065878206,0.0495995,0.0,0.0086284485,0.0065878206,0.9913715,0.0065878206
5239,7.47,0.15,30.0,0.11,6,2003-2018,M-v,3Ek,,,2017 EF53,2460800.5,359.64688,222.21339,309.80898,31.02612,0.5382173,0.00137339,80.1567351,E2024-S59,5,MPCLINUX,000A,2018-12-13,2461057.63245,717.6456044,37.0149936,123.2984766,28.4685517,1.0013954,Distant Object,,,,,,,1,0.83611673,0.14337385,0.44605345,0.0,0.16388322,0.14337385,0.83611673,0.14337385
5240,6.53,0.15,49.0,0.21,4,2000-2018,M-v,3Ek,,,2017 EG53,2460800.5,292.33898,46.66722,195.48263,17.06622,0.1525119,0.0034143,43.6785928,E2024-Q27,8,MPCLINUX,000A,2018-12-12,2480617.45223,288.6708675,37.0170876,50.340098,21.331317,1.0034762,Distant Object,,,,,,,1,0.9879707,0.008230943,0.06513069,0.0,0.012029184,0.008230941,0.9879707,0.008230943
5241,8.58,0.15,14.0,0.23,8,,M-v,3Ek,,,2017 EJ53,2460800.5,254.25197,32.90123,240.91323,12.38129,0.0841968,0.00373587,41.1346621,E2024-U35,1,Pan,200A,2017-03-06,2489107.16256,263.8225424,37.6712552,44.598069,20.4215272,1.0038048,Distant Object,,1.0,71.0,,,,1,0.9881112,0.008118258,0.06451108,0.0,0.011888856,0.008118265,0.9881112,0.008118258
5242,10.27,0.15,19.0,0.33,8,,M-v,3Ek,,,2017 EN53,2460800.5,43.18183,213.03627,242.39058,7.81004,0.3126288,0.00412533,38.503213,MPO839535,1,MPCLINUX,200A,2017-04-03,2450332.93885,238.9161225,26.4659997,50.5404263,17.3700167,1.0042032,Distant Object,,1.0,37.0,,,,1,0.99177116,0.0065235733,0.047694214,0.0,0.008228836,0.0065235742,0.99177116,0.0065235733
5243,9.52,0.15,13.0,0.31,7,,M-v,3Ek,,,2017 EO53,2460800.5,4.44076,339.61073,173.52711,24.81651,0.2328642,0.00305517,47.037686,E2024-U45,1,Pan,200A,2017-03-06,2459346.94365,322.6033872,36.0842929,57.9910791,22.2435164,1.0031094,Distant Object,,1.0,71.0,,,,1,0.98510015,0.009898286,0.07746277,0.0,0.014899753,0.00989828,0.98510015,0.009898286
5244,9.11,0.15,49.0,0.25,4,2014-2019,M-v,3Ek,,,2017 EP53,2460800.5,46.34488,278.76815,169.66597,25.90267,0.2717813,0.00295487,48.0961468,MPO918923,4,MPCLINUX,000A,2019-04-05,2445115.8919,333.5534421,35.0245135,61.1677801,22.2717607,1.003007,Distant Object,,,,,,,1,0.9862312,0.009477954,0.07267752,0.0,0.0137687465,0.009477954,0.9862312,0.009477954
5245,8.88,0.15,12.0,0.2,5,2016-2019,M-v,3Ek,,,2017 EH56,2460800.5,15.63482,114.73206,70.66838,5.25768,0.0801362,0.00341276,43.6916589,E2024-O99,3,Veres,000A,2019-04-06,2456219.13627,288.8004075,40.1903754,47.1929424,21.7055397,1.0034746,Distant Object,,,,,,,1,0.9896889,0.009040251,0.057426438,0.0,0.010311148,0.009040247,0.9896889,0.009040251
5246,8.99,0.15,16.0,0.2,6,2017-2019,M-v,3Ek,,,2017 EU57,2460800.5,352.9958,335.08033,203.87268,13.56057,0.3501484,0.00238756,55.4412789,E2024-U35,3,Pan,000A,2019-05-09,2463734.19634,412.8096679,36.0286038,74.853954,24.3219809,1.0024283,Distant Object,,,,,,,1,0.98218477,0.016867897,0.0894101,0.0,0.017815255,0.016867893,0.98218477,0.016867897
5247,8.37,0.15,13.0,0.13,8,2017-2019,M-v,3El,,,2017 EA58,2460800.5,346.3237,178.74313,46.04026,11.44701,0.1185424,0.00345608,43.3258555,E2024-VA4,2,Alexanders,000A,2019-04-06,2464757.76273,285.1810872,38.1899046,48.4618064,21.3585138,1.0035189,Distant Object,,,,,,,1,0.9894265,0.00780566,0.05862058,0.0,0.010573512,0.007805654,0.9894265,0.00780566
5248,9.44,0.15,13.0,0.24,8,,M-v,3Ek,,,2017 ED58,2460800.5,21.97473,236.61522,244.20252,19.34657,0.1240434,0.00358249,42.3005918,E2024-RP7,1,MPCLINUX,200A,2017-03-06,2454666.4195,275.1184177,37.0534826,47.547701,20.8248613,1.0036481,Distant Object,,1.0,42.0,,,,1,0.98906034,0.0079948185,0.060275942,0.0,0.010939612,0.007994814,0.98906034,0.0079948185
5249,9.12,0.15,19.0,0.49,9,,M-v,3Ek,,,2017 EY59,2460800.5,338.31678,18.10416,210.7947,9.86775,0.4945906,0.00211686,60.0722847,MPO870540,1,MPCLINUX,200A,2017-03-29,2471043.89569,465.5981268,30.3610974,89.783472,22.6887054,1.0021524,Distant Object,,1.0,25.0,,,,1,0.96824896,0.029989194,0.14077729,0.0,0.031751063,0.029989198,0.96824896,0.029989194
5250,8.13,0.15,33.0,0.3,5,2014-2018,M-v,3Ek,,,2017 EZ60,2460800.5,280.45829,340.89911,252.50563,20.4837,0.0427699,0.00418237,38.1523151,MPO900429,4,MPCLINUX,000A,2018-02-07,2479819.15242,235.6575425,36.5205444,39.7840858,19.0412622,1.0042615,Distant Object,,,,,,,1,0.9907348,0.006877257,0.052597284,0.0,0.009265258,0.0068772594,0.9907348,0.006877257
5253,6.26,0.15,17.0,0.38,5,2013-2017,M-v,3Ek,,,2017 FE159,2460800.5,195.74647,248.41131,108.35405,1.49805,0.0633297,0.00325023,45.1363628,MPO900431,3,MPCLINUX,000A,2017-03-24,2511336.93776,303.2423401,42.2778905,47.9948351,22.4776683,1.0033086,Distant Object,['2015 FN401'],,,,,,1,0.98394376,0.015013249,0.08226541,0.0,0.016056199,0.015013244,0.98394376,0.015013249
5254,4.35,0.15,77.0,0.31,5,2012-2024,M-v,3Ek,,,2017 FO161,2460800.5,243.43982,151.4721,164.97808,54.20231,0.425094,0.00213637,59.7060742,E2024-F62,9,MPCLINUX,000A,2024-03-13,2515362.2095,461.3470782,34.3253803,85.0867681,24.4584468,1.0021723,Distant Object,,,,,,,1,0.96320945,0.054080248,0.1576069,0.0,0.036790665,0.054080255,0.96320945,0.054080248
5255,7.09,0.15,15.0,0.34,5,2017-2025,M-v,3Ek,,,2017 FP161,2460800.5,249.30643,217.92839,123.80525,15.21473,0.16388,0.00299706,47.6436879,MPO918926,3,MPCLINUX,000A,2025-04-23,2497735.29146,328.8577314,39.8358403,55.4515355,23.1820689,1.0030501,Distant Object,,,,,,,1,0.9863317,0.010536613,0.072248,0.0,0.013668286,0.01053661,0.9863317,0.010536613
5256,6.18,0.15,15.0,0.33,6,2017-2023,M-v,3Ek,,,2017 FQ161,2460800.5,136.34776,4.67598,31.04526,8.25232,0.2710097,0.00300286,47.5823624,MPO750185,4,MPCLINUX,000A,2023-04-24,2415393.62642,328.2229924,34.6870806,60.4776442,22.043808,1.003056,Distant Object,,,,,,,1,0.98820394,0.01092523,0.06410041,0.0,0.011796005,0.010925229,0.98820394,0.01092523
5257,6.9,0.15,13.0,0.24,4,2017-2018,M-v,38h,,,2017 FD163,2460800.5,134.95869,46.30887,323.08304,13.31324,0.3714773,0.00300864,47.5213831,MPO466871,2,MPCW,000A,2018-05-15,2415942.8619,327.592242,29.868268,65.1744982,20.4818258,1.0030619,Distant Object,,,,,,,1,0.9865992,0.009553766,0.07110093,0.0,0.013400852,0.009553773,0.9865992,0.009553766
5258,7.08,0.15,35.0,0.24,4,2016-2023,M-v,3Ek,,,2017 FE173,2460800.5,13.14095,341.68418,178.89847,30.98198,0.5998097,0.00091961,104.7288123,MPO740799,5,MPCLINUX,000A,2023-02-19,2446510.64572,1071.7642525,41.9114548,167.5461698,33.525176,1.0009339,Distant Object,,,,,,,0,0.6460547,0.25377542,0.64985484,0.0,0.6460547,0.25377542,0.35394537,0.25377542
5259,6.65,0.15,70.0,0.17,5,1998-2018,M-v,3Ek,,,2017 FF226,2460800.5,346.2146,3.40956,190.89461,16.05643,0.3632607,0.0020146,62.088313,MPO907023,8,MPCLINUX,000A,2018-01-17,2467643.24794,489.2319254,39.534069,84.642557,26.9476213,1.0020482,Distant Object,,,,,,,1,0.96785665,0.033774916,0.14211541,0.0,0.03214332,0.033774916,0.96785665,0.033774916
5260,8.28,0.15,117.0,0.18,4,2015-2019,M-v,3Ek,,,2017 FG226,2460800.5,17.40827,292.23242,208.4954,11.39698,0.1867987,0.00315354,46.054361,MPO907023,5,MPCLINUX,000A,2019-03-03,2455280.19875,312.5403839,37.4514662,54.6572558,22.2236757,1.0032099,Distant Object,,,,,,,1,0.9881515,0.007881149,0.06433287,0.0,0.01184855,0.0078811515,0.9881515,0.007881149
5261,8.75,0.15,95.0,0.33,3,2015-2018,M-v,3Ek,,,2017 FU231,2460800.5,85.52526,120.50583,313.72845,27.43518,0.0441954,0.00332184,44.4853793,E2025-K72,4,MPCLINUX,000A,2018-01-17,2435053.83855,296.7057391,42.5193302,46.4514284,22.1992445,1.0033817,Distant Object,,,,,,,1,0.9863699,0.00940445,0.07208436,0.0,0.013630049,0.009404451,0.9863699,0.00940445
5262,8.55,0.15,102.0,0.2,4,2014-2018,M-v,3Ek,,,2017 FT232,2460800.5,357.14641,242.70095,289.24486,14.12191,0.1650208,0.00321667,45.4498138,MPO918928,4,MPCLINUX,000A,2018-01-17,2461687.64481,306.406633,37.9496492,52.9499784,22.1060653,1.0032743,Distant Object,,,,,,,1,0.98832273,0.009989704,0.0635741,0.0,0.011677307,0.009989703,0.98832273,0.009989704
5263,7.24,0.15,68.0,0.26,3,2013-2019,M-v,3Ek,,,2017 FX234,2460800.5,10.70349,202.56771,309.69825,20.99147,0.2024711,0.00311736,46.4099493,MPO907024,6,MPCLINUX,000A,2019-01-11,2457366.92287,316.1670747,37.0132758,55.8066228,22.2536972,1.0031729,Distant Object,,,,,,,1,0.98819983,0.009666605,0.06411859,0.0,0.01180011,0.009666605,0.98819983,0.009666605
5264,9.13,0.15,29.0,0.11,6,2016-2018,M-v,3El,,,2017 FP237,2460800.5,338.57536,239.7052,310.24038,26.92507,0.0678671,0.00332924,44.41936,MPO845744,3,Alexanders,000A,2018-01-17,2467235.87186,296.0454872,41.4047469,47.4339731,22.1073835,1.0033893,Distant Object,,,,,,,1,0.9902232,0.008906574,0.054972935,0.0,0.009776689,0.008906577,0.9902232,0.008906574
5265,9.16,0.15,25.0,0.49,5,2015-2019,M-v,3Ek,,,2017 FV241,2460800.5,321.8399,341.7215,255.69887,8.51033,0.3409976,0.00300045,47.6078287,E2024-Q31,4,Veres,000A,2019-04-05,2473518.83755,328.4865273,31.3736734,63.841984,21.0360103,1.0030536,Distant Object,,,,,,,1,0.98645455,0.012198121,0.07172198,0.0,0.013545497,0.012198118,0.98645455,0.012198121
5266,9.14,0.15,15.0,0.23,5,2016-2019,M-v,3Ek,,,2017 FW241,2460800.5,45.86546,187.02841,289.40206,11.60953,0.0733829,0.00449058,36.3860077,E2024-U35,4,Pan,000A,2019-04-05,2450586.61291,219.4833653,33.7158969,39.0561185,18.0950336,1.004577,Distant Object,,,,,,,1,0.99131256,0.005751854,0.049879145,0.0,0.008687448,0.0057518533,0.99131256,0.005751854
5269,9.95,0.15,43.0,0.25,7,,M-v,3Ek,,,2017 FS247,2460800.5,353.82473,5.48872,176.61241,22.75916,0.34855,0.00269733,51.1108277,E2024-VA4,1,MPCLINUX,200A,2017-04-27,2463089.92646,365.4006967,33.2961487,68.9255067,22.4507607,1.0027442,Distant Object,,1.0,89.0,,,,1,0.9822832,0.012559134,0.08901506,0.0,0.01771679,0.012559128,0.9822832,0.012559134
5270,8.46,0.15,110.0,0.32,5,2015-2019,M-v,3Ek,,,2017 FH252,2460800.5,284.15022,56.40583,207.18237,10.75461,0.2358625,0.00297872,47.8391065,MPO907024,5,MPCLINUX,000A,2019-04-05,2486264.55479,330.8831027,36.5556552,59.1225578,22.5888817,1.0030314,Distant Object,,,,,,,1,0.9863445,0.011611523,0.072192945,0.0,0.013655407,0.01161152,0.9863445,0.011611523
5272,17.5,0.15,57.0,0.25,2,,M-v,38h,,,2017 GD8,2460800.5,10.65363,161.80788,41.48117,74.85317,0.9466565,0.00355986,42.4796504,MPO562879,1,MPCLINUX,200A,2017-06-02,2457807.73917,276.8671313,2.2660132,82.6932876,2.2055747,1.0036249,Distant Object,,1.0,62.0,,,,1,0.99616796,0.01002643,0.02514765,0.0,0.003832066,0.010026428,0.99616796,0.01002643
5275,9.14,0.15,16.0,0.19,4,2014-2019,M-v,3Ek,,,2017 GU36,2460800.5,68.35216,344.72673,136.62544,6.08266,0.0771899,0.00337742,43.9959882,E2024-Q31,4,Veres,000A,2019-04-03,2440562.39969,291.8230656,40.5999423,47.3920341,21.8669239,1.0034385,Distant Object,,,,,,,1,0.98897386,0.008493449,0.060665376,0.0,0.01102616,0.008493451,0.98897386,0.008493449
5276,8.34,0.15,50.0,0.23,5,2013-2018,M-v,3Ek,,,2017 HQ108,2460800.5,357.27923,284.7399,260.53096,9.54027,0.5699091,0.00156207,73.5646908,E2024-S16,5,MPCLINUX,000A,2018-01-17,2462542.35019,630.9633315,31.6395041,115.4898775,24.8355727,1.0015874,Distant Object,,,,,,,1,0.8881436,0.13850017,0.35037917,0.0,0.11185646,0.13850017,0.8881436,0.13850017
5277,8.03,0.15,13.0,0.08,6,2017-2019,M-v,3Ek,,,2017 HV109,2460800.5,54.09236,342.53895,158.61329,10.60625,0.1284583,0.003244,45.1941583,MPO825013,2,Veres,000A,2019-05-28,2444125.91307,303.824963,39.3885936,50.999723,22.2241927,1.0033022,Distant Object,,,,,,,1,0.99053305,0.0077189566,0.05353749,0.0,0.00946695,0.007718958,0.99053305,0.0077189566
5278,15.2,0.15,59.0,0.44,,,,,,,2017 JB6,2457920.5,1.24878,340.04205,254.21103,160.73544,0.8840659,0.00522151,32.905747,MPO419560,1,MPCMEL,200A,2017-08-19,2457681.33884,188.7589841,3.8148982,61.9965958,3.5937598,1.005326,Distant Object,,1.0,116.0,,,,1,0.9954336,0.029584732,0.029164301,0.0,0.0045663784,0.029584732,0.9954336,0.029584732
5279,13.39,0.15,174.0,0.56,2,2017-2018,M-v,3Ek,,,2017 MZ4,2460800.5,5.17285,341.467,315.00327,65.74275,0.9522866,0.00178985,67.1827387,MPO660550,2,MPCLINUX,000A,2018-07-17,2457910.31674,550.663836,3.2055169,131.1599605,3.1290438,1.0018193,Distant Object,,,,,,,1,0.9447067,0.083173215,0.21381575,0.0,0.055293426,0.08317321,0.9447067,0.083173215
5280,14.21,0.15,38.0,0.69,3,2017-2018,M-v,3Ek,,,2017 MB7,2460800.5,0.05428,80.40114,58.27622,55.85741,0.9969797,1.753e-05,1467.773602,MPO750185,2,Veres,000A,2018-08-07,2457698.78571,56232.6575786,4.4331166,2931.1140874,4.4264219,1.0000178,Distant Object,,,,,,,0,1.0,0.0,1.2890754e-23,0.0,1.0,0.0,4.6653194e-25,4.490641e-24
5282,17.8,0.15,40.0,0.24,,2017-2018,M-v,38h,,,2017 OX68,2460800.5,6.08502,109.0275,304.17124,94.65722,0.9704894,0.00220211,58.5117728,MPO435582,2,MPCLINUX,000A,2018-02-09,2458037.2195,447.574036,1.7267175,115.2968281,1.7012393,1.0022393,Distant Object,,,,,,,1,0.99702716,0.0070863604,0.020265244,0.0,0.0029728683,0.0070863627,0.99702716,0.0070863604
5283,5.96,0.15,67.0,0.33,3,2008-2024,M-v,3Ek,,,2017 OG69,2460800.5,39.86199,232.49433,140.25741,25.23259,0.0769888,0.00383888,40.395479,E2024-TL3,9,MPCLINUX,000A,2024-10-08,2450416.52845,256.7433144,37.2854795,43.5054785,20.0780219,1.0039102,Distant Object,,,,,,,1,0.98919815,0.0072235526,0.059654523,0.0,0.01080186,0.0072235567,0.98919815,0.0072235526
5284,5.9,0.15,15.0,0.3,6,2017-2022,M-v,3Ek,,,2017 OK69,2460800.5,240.58696,293.3508,154.60657,23.65812,0.2864143,0.00277518,50.1504812,E2022-N78,4,MPCLINUX,000A,2022-07-04,2503830.67549,355.1506851,35.7866662,64.5142962,23.0182396,1.0028237,Distant Object,,,,,,,1,0.985833,0.012150686,0.074372925,0.0,0.014167029,0.012150684,0.985833,0.012150686
5285,8.91,0.15,20.0,0.04,9,,M-v,3El,,,2017 OQ146,2460800.5,311.82383,252.83094,132.67551,2.6032,0.1059364,0.0033968,43.828451,E2024-A55,1,Alexanders,200A,2017-07-24,2474983.31029,290.1577554,39.1854227,48.4714793,21.6682926,1.0034583,Distant Object,,1.0,1.0,,,,1,0.9863379,0.012744871,0.07222174,0.0,0.013662169,0.012744875,0.9863379,0.012744871
5286,8.96,0.15,17.0,0.01,9,,M-v,3El,,,2017 OR146,2460800.5,195.29669,178.43875,316.85097,39.20282,0.1016556,0.00478353,34.8848875,E2024-AE1,1,Alexanders,200A,2017-07-24,2495232.04803,206.0421107,31.3386433,38.4311317,17.262196,1.004877,Distant Object,,1.0,1.0,,,,1,0.9934449,0.005180508,0.039488968,0.0,0.006554995,0.0051805107,0.9934449,0.005180508
5287,8.46,0.15,24.0,0.03,5,2014-2020,M-v,3El,,,2017 OW166,2460800.5,267.99484,234.51012,179.31638,2.33219,0.2597503,0.0039886,39.3781738,MPO735266,4,Alexanders,000A,2020-08-13,2483867.53104,247.1060378,29.1496813,49.6066663,18.3606599,1.0040633,Distant Object,,,,,,,1,0.9907204,0.00788977,0.052664556,0.0,0.009279653,0.007889768,0.9907204,0.00788977
5288,10.33,0.15,24.0,0.02,7,2017-2020,M-v,3El,,,2017 OX166,2460800.5,40.31261,87.71743,160.34221,2.42859,0.0719952,0.00337883,43.9837144,MPO735266,2,Alexanders,000A,2020-08-13,2448869.45643,291.7009569,40.8170981,47.1503307,21.8778666,1.00344,Distant Object,,,,,,,1,0.98563313,0.013705914,0.07521939,0.0,0.014366881,0.013705908,0.98563313,0.013705914
5289,8.58,0.15,30.0,0.02,5,2017-2020,M-v,3El,,,2017 OY166,2460800.5,90.72065,25.66223,167.36362,2.21743,0.0799033,0.00334455,44.2837676,MPO735266,2,Alexanders,000A,2020-08-15,2433675.17484,294.6909809,40.7453484,47.8221868,22.0005181,1.0034049,Distant Object,,,,,,,1,0.9871663,0.011712419,0.06865069,0.0,0.012833756,0.011712415,0.9871663,0.011712419
5292,3.49,0.15,25.0,0.32,2,2004-2018,M-v,3Ek,,,2017 OF201,2460800.5,1.3228,338.15481,328.66693,16.21145,0.9480482,3.834e-05,871.0094638,E2025-K72,7,MPCLINUX,000A,2018-10-31,2426262.64099,25705.9886041,45.2505095,1696.7684181,44.0750868,1.0000389,Distant Object,,,,,,,0,1.0,0.0,1.702502e-13,0.0,1.0,0.0,6.16293e-15,6.130483e-14
5298,7.8,0.15,9.0,0.1,5,2013-2018,M-v,3Ek,,,2017 QQ131,2460800.5,316.13194,15.22766,60.24277,3.38328,0.0816965,0.00342001,43.6298834,MPO645709,4,Pike,000A,2018-09-14,2473627.41813,288.1881231,40.0654746,47.1942922,21.6693418,1.003482,Distant Object,,,,,,,1,0.98704267,0.010296724,0.06918659,0.0,0.012957269,0.010296724,0.98704267,0.010296724
5299,7.95,0.15,8.0,0.14,5,2013-2018,M-v,3Ek,,,2017 QU131,2460800.5,32.85514,162.52319,172.73863,23.08132,0.2682469,0.00274305,50.5413214,MPO645710,5,Pike,000A,2018-11-06,2448822.68739,359.3104834,36.9837686,64.0988742,23.4522749,1.0027909,Distant Object,,,,,,,1,0.9842535,0.012138879,0.08098734,0.0,0.015746381,0.012138879,0.9842535,0.012138879
5301,8.14,0.15,41.0,0.29,4,2013-2017,M-v,3Ek,,,2017 QU218,2460800.5,30.9852,348.41978,312.06891,32.51721,0.2625796,0.00281665,49.6570264,E2025-L50,4,MPCLINUX,000A,2017-08-19,2449799.5769,349.9218517,36.6181043,62.6959485,23.1166357,1.002866,Distant Object,,,,,,,1,0.983309,0.015600759,0.08486538,0.0,0.016691022,0.015600758,0.983309,0.015600759
5302,7.55,0.15,18.0,0.09,7,2016-2017,M-v,3Ek,,,2017 QV218,2460800.5,97.09268,284.5605,301.766,23.43694,0.2228214,0.00281883,49.6314548,E2025-L35,2,Alexanders,000A,2017-08-19,2426355.81432,349.6515906,38.5725046,60.690405,23.583642,1.0028682,Distant Object,,,,,,,1,0.9836992,0.011618301,0.08327026,0.0,0.016300846,0.011618305,0.9836992,0.011618301
5305,7.81,0.15,9.0,0.19,6,2015-2018,M-v,3Ek,,,2017 RY137,2460800.5,334.38259,324.88502,21.35939,33.26479,0.1643329,0.0031809,45.7898673,MPO655826,4,Pike,000A,2018-11-09,2468854.01001,309.8518385,38.2650856,53.314649,22.2766491,1.0032378,Distant Object,,,,,,,1,0.98607373,0.011656634,0.07334913,0.0,0.013926182,0.011656637,0.98607373,0.011656634
5306,7.8,0.15,11.0,0.36,4,2017-2021,M-v,3Ek,,,2017 RZ137,2460800.5,30.81511,230.06564,114.73076,16.88888,0.2140623,0.0031299,46.2859026,E2021-VR4,3,MPCLINUX,000A,2021-11-05,2450955.10238,314.9003227,36.3778358,56.1939694,22.0824795,1.0031857,Distant Object,,,,,,,1,0.98820025,0.010251421,0.0641168,0.0,0.01179971,0.010251419,0.98820025,0.010251421
5309,17.9,0.15,224.0,0.4,,,M-v,38h,,,2017 SN33,2460800.5,0.58915,2.84632,12.60478,152.01696,0.9933583,0.00021113,279.3220312,MPO562885,1,MPCLINUX,200A,2017-11-23,2458009.64259,4668.2895717,1.8551731,556.7888893,1.8490124,1.0002143,Distant Object,,1.0,67.0,,,,0,0.999666,0.0027059193,0.0030074166,0.0,0.999666,0.0027059193,0.00033399838,0.0027059221
5310,18.69,0.15,10.0,0.15,9,,M-v,3Ek,,,2017 SZ118,2460800.5,12.6483,52.22273,32.48644,2.4486,0.954772,0.00488494,34.4003758,MPO630349,1,Pan,2005,2017-09-26,2458211.23512,201.7645116,1.5558602,67.2448914,1.520676,1.004981,Object with perihelion distance < 1.665 AU,,1.0,1.0,,,,1,0.99353266,0.0060800835,0.039048273,0.0,0.006467362,0.0060800854,0.99353266,0.0060800835
