name,a,e,i,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy,variation_ratio,prob_mean_c0,prob_std_c0,prob_mean_c1,prob_std_c1
2824,42.9983966,0.0339732,0.20402,1,0.9888812,0.012695665,0.06108178,0.0,0.011118858,0.012695662,0.9888812,0.012695665
2825,75.6838945,0.4244537,39.82301,1,0.8785912,0.11765158,0.3697225,0.0,0.12140873,0.11765158,0.8785912,0.11765158
2826,62.0941138,0.3920137,20.48954,1,0.9711062,0.025819996,0.13087551,0.0,0.028893745,0.025819996,0.9711062,0.025819996
2827,48.2198872,0.2200061,15.45411,1,0.9847343,0.01173951,0.07899181,0.0,0.015265644,0.011739515,0.9847343,0.01173951
2828,44.6875644,0.033762,2.83961,1,0.9856903,0.016007192,0.07497769,0.0,0.014309755,0.016007192,0.9856903,0.016007192
2829,44.878696,0.0281312,1.16331,1,0.9868652,0.012727228,0.06995432,0.0,0.013134738,0.012727229,0.9868652,0.012727228
2830,47.0595081,0.2006245,10.31406,1,0.989588,0.008345447,0.057886243,0.0,0.010411999,0.008345445,0.989588,0.008345447
2831,45.634123,0.1764941,16.87648,1,0.98824364,0.008782715,0.06392487,0.0,0.0117564,0.008782716,0.98824364,0.008782715
2832,43.7652493,0.04599,6.47263,1,0.9867859,0.010693204,0.070296735,0.0,0.013214069,0.0106932055,0.9867859,0.010693204
2834,54.351236,0.3165408,45.07416,1,0.9775925,0.020835808,0.107265905,0.0,0.022407368,0.02083581,0.9775925,0.020835808
2835,41.6787155,0.1250286,25.91821,1,0.9899707,0.0068851076,0.056136288,0.0,0.01002934,0.0068851076,0.9899707,0.0068851076
2836,43.4893979,0.0839026,11.73462,1,0.98813283,0.008643587,0.064415,0.0,0.011867095,0.008643586,0.98813283,0.008643587
2837,38.5243138,0.0870327,33.28229,1,0.98874336,0.006706969,0.061699275,0.0,0.011256632,0.006706966,0.98874336,0.006706969
2838,45.0367076,0.1301037,9.46601,1,0.98833525,0.009949553,0.06351836,0.0,0.01166474,0.009949559,0.98833525,0.009949553
2839,35.0011007,0.0706261,5.38929,1,0.9918525,0.005776884,0.04730453,0.0,0.008147631,0.0057768845,0.9918525,0.005776884
2840,42.5028042,0.1311343,6.46155,1,0.98985785,0.009007322,0.056653783,0.0,0.010142169,0.009007324,0.98985785,0.009007322
2841,43.9543146,0.0078722,3.75327,1,0.98871523,0.009535047,0.0618251,0.0,0.011284752,0.009535056,0.98871523,0.009535047
2842,44.0322663,0.1573822,4.12627,1,0.9897036,0.010415335,0.0573593,0.0,0.010296445,0.010415335,0.9897036,0.010415335
2843,45.9752615,0.0917246,1.7769,1,0.9862034,0.013053999,0.07279655,0.0,0.013796632,0.013053999,0.9862034,0.013053999
2844,43.9713781,0.00945,3.84015,1,0.98975813,0.007692632,0.05710987,0.0,0.010241827,0.0076926323,0.98975813,0.007692632
2845,44.3201424,0.0730308,1.92779,1,0.98643756,0.017333698,0.07179443,0.0,0.013562369,0.017333698,0.98643756,0.017333698
2846,35.049881,0.0923574,2.08999,1,0.993162,0.006350498,0.04090408,0.0,0.00683807,0.006350504,0.993162,0.006350498
2847,44.4239298,0.0688099,2.71418,1,0.9861445,0.015179824,0.0730477,0.0,0.013855476,0.01517982,0.9861445,0.015179824
2848,43.5084483,0.0436461,12.6939,1,0.9899302,0.007840604,0.056322034,0.0,0.010069806,0.0078406045,0.9899302,0.007840604
2849,50.6251645,0.3111922,24.47394,1,0.98422784,0.014626747,0.08109383,0.0,0.015772156,0.014626744,0.98422784,0.014626747
2850,51.8505355,0.2187874,38.63712,1,0.9812044,0.016995566,0.09331437,0.0,0.018795706,0.016995564,0.9812044,0.016995566
2851,42.8669301,0.1071321,22.45266,1,0.9891565,0.0076448517,0.059842534,0.0,0.010843493,0.0076448545,0.9891565,0.0076448517
2852,40.1833029,0.0769119,14.72634,1,0.9911508,0.0063329563,0.05064398,0.0,0.008849223,0.0063329535,0.9911508,0.0063329563
2853,43.7912323,0.0482227,4.52022,1,0.98640543,0.012211406,0.07193265,0.0,0.013594658,0.012211407,0.98640543,0.012211406
2854,39.3957722,0.2015928,2.38612,1,0.98921144,0.009168129,0.05959466,0.0,0.010788622,0.0091681285,0.98921144,0.009168129
2855,44.1176905,0.1595978,32.3464,1,0.9888391,0.009069374,0.06127041,0.0,0.011160897,0.0090693785,0.9888391,0.009069374
2856,44.0018412,0.0893735,0.68767,1,0.98581094,0.014948943,0.0744664,0.0,0.014189061,0.014948942,0.98581094,0.014948943
2857,53.3427915,0.2723457,1.99334,1,0.980741,0.024891827,0.0951411,0.0,0.01925901,0.024891825,0.980741,0.024891827
2858,38.2275597,0.3108686,13.4751,1,0.9929477,0.005697329,0.04196717,0.0,0.007052266,0.0056973323,0.9929477,0.005697329
2859,43.1420654,0.039623,1.26732,1,0.9876575,0.020213988,0.06650777,0.0,0.012342522,0.020213988,0.9876575,0.020213988
2860,40.5260106,0.0392598,20.54329,1,0.9909442,0.006489236,0.051616147,0.0,0.009055754,0.0064892354,0.9909442,0.006489236
2861,45.8968336,0.0974339,3.01268,1,0.98583144,0.013640798,0.074379444,0.0,0.0141685605,0.013640803,0.98583144,0.013640798
2862,46.1963138,0.1418397,19.55597,1,0.9873203,0.009301586,0.067980625,0.0,0.012679659,0.009301577,0.9873203,0.009301586
2863,43.9543557,0.2479378,31.23965,1,0.9877037,0.011009823,0.06630488,0.0,0.012296218,0.011009823,0.9877037,0.011009823
2864,39.3709319,0.0279402,37.64469,1,0.98965347,0.008910357,0.05758792,0.0,0.01034654,0.008910353,0.98965347,0.008910357
2865,46.7778631,0.1770664,8.04339,1,0.98842186,0.009368695,0.06313335,0.0,0.011578076,0.009368691,0.98842186,0.009368695
2866,45.615015,0.084651,1.18657,1,0.98674273,0.015323613,0.07048298,0.0,0.013257278,0.015323614,0.98674273,0.015323613
2867,41.1708721,0.0925928,33.52236,1,0.9882935,0.008164281,0.063703455,0.0,0.011706445,0.008164281,0.9882935,0.008164281
2868,46.86795,0.1748462,9.53417,1,0.98814356,0.00896954,0.06436785,0.0,0.011856453,0.008969542,0.98814356,0.00896954
2869,50.7812026,0.2819555,19.58229,1,0.9860275,0.010859468,0.07354639,0.0,0.013972526,0.010859465,0.9860275,0.010859468
2870,39.6156609,0.2423958,24.8977,1,0.98966974,0.0077688377,0.05751363,0.0,0.010330249,0.007768843,0.98966974,0.0077688377
2871,45.7795651,0.1991657,15.88248,1,0.98753375,0.009349932,0.06704958,0.0,0.0124663105,0.009349929,0.98753375,0.009349932
2872,39.7231277,0.1898942,14.53879,1,0.99063873,0.007237064,0.053045437,0.0,0.00936127,0.0072370577,0.99063873,0.007237064
2873,43.3475847,0.2002818,11.60521,1,0.9899009,0.008044985,0.056456774,0.0,0.010099195,0.008044986,0.9899009,0.008044985
2874,43.8493462,0.0484275,7.46794,1,0.9889898,0.009305769,0.06059359,0.0,0.011010184,0.009305766,0.9889898,0.009305769
2875,42.7825707,0.1654103,10.99384,1,0.9894862,0.007745038,0.058349207,0.0,0.010513753,0.0077450415,0.9894862,0.007745038
2876,48.6589128,0.2657233,29.78067,1,0.9855333,0.011829269,0.07564131,0.0,0.014466757,0.011829275,0.9855333,0.011829269
2877,43.9810858,0.0294979,2.89403,1,0.9865714,0.01260692,0.07122039,0.0,0.013428637,0.012606922,0.9865714,0.01260692
2878,48.290146,0.3240433,4.79734,1,0.9822497,0.020149432,0.089149565,0.0,0.017750297,0.02014943,0.9822497,0.020149432
2879,42.5863388,0.2595528,11.53288,1,0.98918784,0.008323344,0.059701223,0.0,0.010812207,0.008323347,0.98918784,0.008323344
2880,52.4633727,0.2957404,27.36386,1,0.98160547,0.015707353,0.09172317,0.0,0.018394463,0.015707353,0.98160547,0.015707353
2881,46.738014,0.2046382,12.56652,1,0.98748404,0.010928911,0.067266315,0.0,0.012515873,0.010928918,0.98748404,0.010928911
2882,43.9824699,0.0579704,1.79071,1,0.9854308,0.012462879,0.076073594,0.0,0.014569237,0.012462873,0.9854308,0.012462879
2883,70.4781121,0.4826795,12.5957,1,0.9248917,0.104802676,0.26665643,0.0,0.07510828,0.104802676,0.9248917,0.104802676
2884,78.3273933,0.7906081,50.74204,1,0.856201,0.15444034,0.41180027,0.0,0.14379896,0.15444034,0.856201,0.15444034
2885,43.9219254,0.0672682,1.03786,1,0.98570937,0.017599141,0.07489668,0.0,0.014290598,0.017599145,0.98570937,0.017599141
2886,62.0024722,0.3799324,5.4657,1,0.94242346,0.09146293,0.2202464,0.0,0.057576463,0.09146294,0.94242346,0.09146293
2887,44.7016606,0.0822867,2.48828,1,0.98622054,0.01600062,0.07272335,0.0,0.013779497,0.016000623,0.98622054,0.01600062
2888,43.8874352,0.1783093,2.37963,1,0.9884286,0.012110713,0.06310364,0.0,0.011571412,0.012110717,0.9884286,0.012110713
2889,47.7183897,0.2528049,5.95211,1,0.9866734,0.013063848,0.07078143,0.0,0.013326563,0.013063844,0.9866734,0.013063848
2890,44.4403282,0.0585671,2.83186,1,0.9859185,0.011772631,0.07401006,0.0,0.014081581,0.01177263,0.9859185,0.011772631
2891,42.9582239,0.0972273,10.69274,1,0.9891203,0.00838041,0.060005985,0.0,0.010879736,0.008380412,0.9891203,0.00838041
2892,43.9367186,0.0614733,6.61642,1,0.98718953,0.009871294,0.0685493,0.0,0.012810384,0.009871292,0.98718953,0.009871294
2893,39.5992592,0.2074932,18.82069,1,0.99049586,0.006271233,0.053710736,0.0,0.00950424,0.0062712347,0.99049586,0.006271233
2894,36.6724635,0.1452122,11.98661,1,0.9919558,0.0057766098,0.04680749,0.0,0.008044239,0.0057766135,0.9919558,0.0057766098
2895,53.6732264,0.3808028,9.97574,1,0.9825685,0.019324532,0.0878671,0.0,0.017431494,0.019324528,0.9825685,0.019324532
2896,39.6186253,0.1962543,9.14839,1,0.9914647,0.0066748336,0.049157448,0.0,0.008535397,0.0066748313,0.9914647,0.0066748336
2897,80.7245385,0.5261407,31.15224,1,0.8668783,0.10922751,0.39227828,0.0,0.13312182,0.10922751,0.8668783,0.10922751
2898,43.8665524,0.1001239,10.00885,1,0.98974425,0.009304547,0.05717334,0.0,0.010255716,0.009304547,0.98974425,0.009304547
2899,61.7734553,0.4045832,14.16634,1,0.9657392,0.034938186,0.1492545,0.0,0.034260765,0.034938186,0.9657392,0.034938186
2900,35.0507402,0.099732,4.60004,1,0.99228805,0.006627349,0.045200802,0.0,0.0077119903,0.00662735,0.99228805,0.006627349
2901,44.3602535,0.1181905,19.24837,1,0.988775,0.007307543,0.06155771,0.0,0.01122502,0.00730754,0.988775,0.007307543
2902,39.5853613,0.1657339,14.85868,1,0.99091196,0.0068062805,0.051767435,0.0,0.009087985,0.006806278,0.99091196,0.0068062805
2903,39.8287625,0.0506737,6.13652,1,0.98931557,0.007662828,0.059123393,0.0,0.0106844185,0.0076628346,0.98931557,0.007662828
2904,43.348761,0.0609372,0.37655,1,0.9873381,0.012072942,0.06790301,0.0,0.01266184,0.01207294,0.9873381,0.012072942
2905,43.1023526,0.0494725,0.48257,1,0.9866087,0.018178394,0.07105999,0.0,0.013391315,0.018178403,0.9866087,0.018178394
2906,43.7679689,0.0694627,11.1217,1,0.9892998,0.007560933,0.059194848,0.0,0.010700199,0.0075609363,0.9892998,0.007560933
2907,30.3174118,0.0690003,13.15441,1,0.9933935,0.0048544942,0.039747268,0.0,0.0066064913,0.004854489,0.9933935,0.0048544942
2908,39.8262558,0.1667967,14.91209,1,0.9918395,0.0059834635,0.04736616,0.0,0.008160426,0.0059834607,0.9918395,0.0059834635
2909,44.5861277,0.12619,11.26693,1,0.98708206,0.010372564,0.06901616,0.0,0.012917973,0.0103725605,0.98708206,0.010372564
2910,43.9831619,0.0781267,4.57892,1,0.98670876,0.011811555,0.07062934,0.0,0.013291248,0.011811558,0.98670876,0.011811555
2911,39.8279775,0.2375908,9.36158,1,0.99135625,0.007216868,0.049672212,0.0,0.008643798,0.0072168666,0.99135625,0.007216868
2912,45.9677632,0.190817,10.85123,1,0.9867303,0.0110413395,0.07053672,0.0,0.013269753,0.011041338,0.9867303,0.0110413395
2913,30.2572651,0.0772801,18.57002,1,0.9929294,0.0054526012,0.042057693,0.0,0.00707057,0.0054526054,0.9929294,0.0054526012
2914,40.5309408,0.073797,22.84372,1,0.9889283,0.007775923,0.06087018,0.0,0.011071738,0.0077759204,0.9889283,0.007775923
2915,39.597744,0.2019801,6.83683,1,0.9913775,0.0075134817,0.04957141,0.0,0.008622539,0.007513481,0.9913775,0.0075134817
2916,43.6714613,0.0129608,5.28012,1,0.9875249,0.01026433,0.067088075,0.0,0.012475114,0.010264328,0.9875249,0.01026433
2917,43.4391192,0.1014101,13.72523,1,0.9900777,0.0075616296,0.055644426,0.0,0.009922359,0.0075616282,0.9900777,0.0075616296
2918,44.3042676,0.1366652,10.29749,1,0.9903501,0.0070482898,0.054386273,0.0,0.00964984,0.0070482995,0.9903501,0.0070482898
2919,39.8661998,0.1635672,21.44935,1,0.9919796,0.0059263334,0.046692405,0.0,0.008020314,0.0059263324,0.9919796,0.0059263334
2920,33.8313845,0.3261715,24.30286,1,0.9929279,0.0053105573,0.04206537,0.0,0.007072138,0.005310552,0.9929279,0.0053105573
2921,42.8020061,0.1181711,5.90434,1,0.9902815,0.0084503535,0.054703936,0.0,0.009718497,0.0084503535,0.9902815,0.0084503535
2922,43.7347547,0.1747366,20.62348,1,0.99022967,0.0063236547,0.054943625,0.0,0.009770366,0.006323655,0.99022967,0.0063236547
2923,39.739658,0.1895015,6.91445,1,0.9906748,0.007382493,0.052877247,0.0,0.009325205,0.00738249,0.9906748,0.007382493
2924,70.0459152,0.5227137,36.5597,1,0.9472656,0.043602124,0.20648918,0.0,0.05273443,0.043602124,0.9472656,0.043602124
2925,36.2096892,0.2423418,36.44925,1,0.99003965,0.0066973325,0.05581915,0.0,0.009960319,0.0066973334,0.99003965,0.0066973325
2926,43.5499461,0.05942,8.54449,1,0.9907493,0.008297344,0.05252912,0.0,0.009250644,0.00829734,0.9907493,0.008297344
2927,46.474098,0.1785884,11.20452,1,0.9866659,0.009217225,0.07081395,0.0,0.013334129,0.0092172185,0.9866659,0.009217225
2928,56.2324251,0.4709871,20.55888,1,0.97667426,0.02013276,0.110714376,0.0,0.02332577,0.020132754,0.97667426,0.02013276
2929,44.5127031,0.1385976,19.63039,1,0.9895246,0.00853564,0.05817484,0.0,0.010475408,0.008535641,0.9895246,0.00853564
2930,48.0740502,0.3232951,15.06974,1,0.98676336,0.010953581,0.07039397,0.0,0.013236624,0.010953576,0.98676336,0.010953581
2931,39.462025,0.1680111,9.86863,1,0.9916949,0.007261397,0.048059043,0.0,0.008305038,0.0072614,0.9916949,0.007261397
2932,40.951497,0.1014347,21.61231,1,0.9897101,0.0077636647,0.057329703,0.0,0.010289966,0.0077636624,0.9897101,0.0077636647
2933,48.0449747,0.1704247,18.57321,1,0.98527807,0.010140205,0.07671602,0.0,0.014721853,0.010140206,0.98527807,0.010140205
2934,48.3400921,0.2578335,11.91976,1,0.9855606,0.012193464,0.075525835,0.0,0.014439392,0.01219346,0.9855606,0.012193464
2935,45.4715231,0.1335247,1.91841,1,0.98521155,0.01601697,0.076995865,0.0,0.014788492,0.016016971,0.98521155,0.01601697
2936,47.8984783,0.3094831,1.86461,1,0.9837313,0.017719228,0.0831384,0.0,0.016268684,0.017719224,0.9837313,0.017719228
2937,47.8867531,0.2483631,8.72559,1,0.98674333,0.010173951,0.0704805,0.0,0.013256712,0.010173952,0.98674333,0.010173951
2938,42.9663131,0.0688874,1.14937,1,0.98870873,0.011015611,0.061854444,0.0,0.011291331,0.011015617,0.98870873,0.011015611
2939,90.2687502,0.6316721,19.27891,1,0.6351385,0.24091452,0.6561641,0.0,0.36486152,0.24091452,0.6351385,0.24091452
2940,44.267332,0.0423016,3.29731,1,0.98700583,0.011661,0.06934631,0.0,0.012994153,0.011661003,0.98700583,0.011661
2941,45.3102478,0.0442744,3.34116,1,0.9854372,0.01313378,0.07604648,0.0,0.014562806,0.013133784,0.9854372,0.01313378
2942,42.5215737,0.1563034,5.47607,1,0.9874042,0.011596506,0.06761506,0.0,0.012595797,0.011596505,0.9874042,0.011596506
2943,43.62943,0.0388472,1.5467,1,0.98457193,0.018706765,0.079667695,0.0,0.01542808,0.018706763,0.98457193,0.018706765
2944,44.1484379,0.073147,1.43672,1,0.9862699,0.010701254,0.072511986,0.0,0.0137299895,0.010701255,0.9862699,0.010701254
2945,45.6944576,0.065573,2.81674,1,0.9833526,0.02518727,0.084687546,0.0,0.016647413,0.025187273,0.9833526,0.02518727
2946,42.6984478,0.0337958,2.474,1,0.98992926,0.008130025,0.056326486,0.0,0.010070779,0.00813003,0.98992926,0.008130025
2947,43.6984731,0.0569745,3.21374,1,0.9876851,0.01299378,0.06638661,0.0,0.01231487,0.012993779,0.9876851,0.01299378
2948,43.5584412,0.0256663,3.3395,1,0.9861528,0.012410624,0.07301216,0.0,0.013847147,0.012410624,0.9861528,0.012410624
2949,45.2729549,0.1358612,4.77149,1,0.9877946,0.010359536,0.06590611,0.0,0.012205397,0.01035954,0.9877946,0.010359536
2950,44.1127048,0.0383978,3.93784,1,0.9867679,0.012793328,0.07037448,0.0,0.0132321045,0.012793324,0.9867679,0.012793328
2951,41.7491354,0.1276756,23.54046,1,0.9908818,0.007653824,0.051909078,0.0,0.009118197,0.0076538185,0.9908818,0.007653824
2952,43.7657696,0.0158357,3.65334,1,0.9893988,0.010599933,0.05874644,0.0,0.010601257,0.010599933,0.9893988,0.010599933
2953,48.0049451,0.2247292,8.17611,1,0.9851403,0.012901492,0.077294566,0.0,0.014859652,0.012901483,0.9851403,0.012901492
2954,43.946081,0.0866077,3.71421,1,0.9861895,0.012157382,0.07285561,0.0,0.013810451,0.012157385,0.9861895,0.012157382
2955,39.6453897,0.2067722,3.96302,1,0.9898276,0.0077749966,0.05679206,0.0,0.010172343,0.0077749975,0.9898276,0.0077749966
2956,39.5641525,0.1575218,14.59625,1,0.9909794,0.006943791,0.05145078,0.0,0.009020538,0.006943787,0.9909794,0.006943791
2957,44.7406708,0.0378799,3.89938,1,0.9885533,0.012434786,0.06254848,0.0,0.011446747,0.012434792,0.9885533,0.012434786
2958,43.0458178,0.0389279,4.14039,1,0.98771113,0.011234764,0.066272706,0.0,0.012288919,0.011234761,0.98771113,0.011234764
2959,57.2568911,0.3562115,37.08659,1,0.9768243,0.021022044,0.11015354,0.0,0.023175722,0.02102205,0.9768243,0.021022044
2960,43.5791564,0.0582979,4.21762,1,0.98971206,0.010095842,0.057320382,0.0,0.010287906,0.010095841,0.98971206,0.010095842
2961,45.6154242,0.2278272,17.72922,1,0.9887646,0.008557328,0.061604388,0.0,0.011235443,0.008557333,0.9887646,0.008557328
2962,44.0418265,0.0364414,1.04736,1,0.985127,0.013354284,0.07735049,0.0,0.014872981,0.013354283,0.985127,0.013354284
2963,42.8830284,0.1491143,23.19376,1,0.98979133,0.006830235,0.056958042,0.0,0.010208624,0.0068302313,0.98979133,0.006830235
2964,39.6202232,0.1607361,5.56886,1,0.99141866,0.0071275057,0.049375743,0.0,0.008581312,0.0071275,0.99141866,0.0071275057
2965,44.4328012,0.0750527,1.1694,1,0.9857979,0.016056534,0.074521914,0.0,0.0142021645,0.016056534,0.9857979,0.016056534
2967,180.7645866,0.805997,26.06461,0,0.9960582,0.010084785,0.025756162,0.0,0.9960582,0.010084785,0.0039417776,0.010084792
2968,53.0865946,0.3030999,33.03145,1,0.9835431,0.013104721,0.083909586,0.0,0.016456962,0.013104726,0.9835431,0.013104721
2969,48.2002283,0.1956726,11.70259,1,0.9866418,0.011816791,0.0709176,0.0,0.013358218,0.011816792,0.9866418,0.011816791
2970,45.3911779,0.0511958,3.36029,1,0.98630655,0.013781079,0.07235556,0.0,0.013693428,0.013781084,0.98630655,0.013781079
2971,43.569061,0.0443238,3.72127,1,0.98710746,0.012782613,0.06890584,0.0,0.012892524,0.012782618,0.98710746,0.012782613
2972,46.9385292,0.0855379,2.46767,1,0.98141634,0.020831075,0.092474975,0.0,0.018583797,0.020831069,0.98141634,0.020831075
2973,42.9700355,0.1081152,27.30521,1,0.98934644,0.009113634,0.058983378,0.0,0.0106534995,0.009113633,0.98934644,0.009113634
2974,56.7377834,0.7226202,22.22975,1,0.9823345,0.018570332,0.08880903,0.0,0.017665507,0.01857033,0.9823345,0.018570332
2975,36.6259465,0.076104,2.01535,1,0.9910401,0.0076001617,0.051165394,0.0,0.008959865,0.007600163,0.9910401,0.0076001617
2976,44.625094,0.0754661,1.97042,1,0.98542947,0.017010124,0.076079234,0.0,0.014570586,0.017010124,0.98542947,0.017010124
2977,39.3763655,0.2329847,4.40744,1,0.99036026,0.007927628,0.05433941,0.0,0.009639726,0.007927629,0.99036026,0.007927628
2978,44.234222,0.0925169,2.35406,1,0.9883591,0.01117299,0.06341265,0.0,0.0116409445,0.011172997,0.9883591,0.01117299
2979,44.9369523,0.280398,11.18862,1,0.9896048,0.008707139,0.057810046,0.0,0.010395277,0.0087071415,0.9896048,0.008707139
2980,39.7055227,0.152269,1.9767,1,0.9902058,0.008840982,0.055053476,0.0,0.009794143,0.00884099,0.9902058,0.008840982
2981,62.8948437,0.2879479,32.81118,1,0.96136886,0.037457168,0.16356899,0.0,0.03863106,0.037457168,0.96136886,0.037457168
2983,56.0070317,0.4005053,26.34256,1,0.978348,0.017340405,0.10440045,0.0,0.021651957,0.017340403,0.978348,0.017340405
2984,43.322685,0.0466732,0.71694,1,0.9887368,0.013165194,0.061728664,0.0,0.011263203,0.013165194,0.9887368,0.013165194
2985,39.7201759,0.2533596,17.10436,1,0.9902161,0.0067039747,0.055006437,0.0,0.009783971,0.006703974,0.9902161,0.0067039747
2986,43.9855332,0.0802858,7.63107,1,0.9897045,0.0091867475,0.057355057,0.0,0.010295507,0.009186749,0.9897045,0.0091867475
2987,48.1765154,0.3091941,9.32378,1,0.98625964,0.010173757,0.07255613,0.0,0.01374034,0.010173753,0.98625964,0.010173757
2988,39.8419344,0.1912559,6.80926,1,0.99086034,0.007173777,0.05200952,0.0,0.009139619,0.007173773,0.99086034,0.007173777
2989,43.8562708,0.283682,24.9345,1,0.98869354,0.008211444,0.061922178,0.0,0.011306465,0.008211448,0.98869354,0.008211444
2990,42.9597568,0.0254298,1.82996,1,0.988971,0.012413439,0.06067802,0.0,0.011028958,0.01241344,0.988971,0.012413439
2991,42.7103883,0.0770035,12.97326,1,0.99045753,0.0077700554,0.05388843,0.0,0.009542481,0.00777006,0.99045753,0.0077700554
2992,43.7770198,0.0243318,2.94333,1,0.98663986,0.014722068,0.07092618,0.0,0.013360225,0.014722068,0.98663986,0.014722068
2993,55.6788135,0.3958189,3.83128,1,0.9740952,0.031214403,0.1202047,0.0,0.02590468,0.031214407,0.9740952,0.031214403
2994,44.1130584,0.052231,0.94594,1,0.98867744,0.011172799,0.061994333,0.0,0.011322618,0.011172805,0.98867744,0.011172799
2995,36.7668528,0.0889948,11.41465,1,0.9908131,0.0065593985,0.05223092,0.0,0.009186895,0.006559396,0.9908131,0.0065593985
2996,44.5862403,0.0727734,3.11349,1,0.9861327,0.013627137,0.07309831,0.0,0.013867362,0.013627133,0.9861327,0.013627137
2997,42.7946789,0.0305859,2.91157,1,0.9852623,0.015926564,0.076782644,0.0,0.014737721,0.015926562,0.9852623,0.015926564
2998,43.2708305,0.0208995,4.00015,1,0.98699,0.010828376,0.06941515,0.0,0.013010066,0.010828374,0.98699,0.010828376
3000,39.6131932,0.1772962,2.08213,1,0.9894548,0.009626661,0.058491684,0.0,0.0105451,0.009626663,0.9894548,0.009626661
3001,45.5910951,0.0120322,1.92602,1,0.9809969,0.023385452,0.09413353,0.0,0.019003086,0.023385448,0.9809969,0.023385452
3002,39.6992234,0.1322366,3.01937,1,0.98946154,0.009592332,0.058461823,0.0,0.010538571,0.00959233,0.98946154,0.009592332
3003,44.5702925,0.0480309,4.45241,1,0.9877589,0.01179375,0.06606288,0.0,0.01224109,0.011793747,0.9877589,0.01179375
3004,47.8773546,0.180089,7.16937,1,0.9872709,0.011956283,0.068195574,0.0,0.012729028,0.011956278,0.9872709,0.011956283
3005,43.2846089,0.015424,6.77843,1,0.9877881,0.00963286,0.06593481,0.0,0.012211939,0.009632865,0.9877881,0.00963286
3006,45.438733,0.0393198,3.55859,1,0.9851396,0.017528808,0.07729768,0.0,0.014860405,0.017528804,0.9851396,0.017528808
3007,43.039512,0.037863,2.93932,1,0.988011,0.009892872,0.0649533,0.0,0.01198898,0.009892874,0.988011,0.009892872
3008,45.2808639,0.1040995,2.72057,1,0.98526645,0.015157104,0.07676541,0.0,0.014733642,0.015157093,0.98526645,0.015157104
3009,45.6268754,0.0958747,2.44569,1,0.98702884,0.014202364,0.069246836,0.0,0.012971197,0.014202368,0.98702884,0.014202364
3010,46.7803931,0.199718,10.44071,1,0.98750436,0.0107456595,0.06717773,0.0,0.012495611,0.010745665,0.98750436,0.0107456595
3011,45.0213113,0.1061418,0.93198,1,0.98734254,0.013760806,0.067883894,0.0,0.012657461,0.013760807,0.98734254,0.013760806
3012,39.629701,0.206474,6.77056,1,0.9902904,0.008314287,0.05466288,0.0,0.009709621,0.008314279,0.9902904,0.008314287
3013,43.833127,0.0513208,2.88263,1,0.98756355,0.012620681,0.06691932,0.0,0.012436533,0.012620675,0.98756355,0.012620681
3014,44.2330079,0.076663,1.43526,1,0.985821,0.011966488,0.074423745,0.0,0.014179009,0.0119664855,0.985821,0.011966488
3015,42.5704806,0.2131282,29.30822,1,0.9898562,0.007955183,0.056661114,0.0,0.010143752,0.007955188,0.9898562,0.007955183
3016,47.203816,0.2014283,38.81167,1,0.98420745,0.013543514,0.08117815,0.0,0.015792565,0.013543515,0.98420745,0.013543514
3017,39.7671487,0.2014351,32.03466,1,0.98986226,0.008295289,0.056633603,0.0,0.010137766,0.0082952995,0.98986226,0.008295289
3018,46.2739532,0.1381177,2.93878,1,0.9843919,0.01576726,0.08041469,0.0,0.0156080695,0.01576726,0.9843919,0.01576726
3019,43.7373162,0.0277343,12.8958,1,0.9889981,0.008402952,0.060556244,0.0,0.011001893,0.00840295,0.9889981,0.008402952
3020,53.3818752,0.1819327,18.92904,1,0.98329854,0.015446555,0.08490789,0.0,0.016701454,0.015446558,0.98329854,0.015446555
3021,39.7994985,0.3328745,19.81815,1,0.9908553,0.007097794,0.052033402,0.0,0.009144723,0.0070977933,0.9908553,0.007097794
3022,62.2781593,0.4288276,28.59294,1,0.96947896,0.0277656,0.13654876,0.0,0.030521054,0.027765604,0.96947896,0.0277656
3023,30.2968681,0.0895657,31.23154,1,0.9922775,0.0055023697,0.04525162,0.0,0.0077224313,0.005502364,0.9922775,0.0055023697
3024,43.6911262,0.1125623,2.6712,1,0.9855861,0.015999816,0.07541816,0.0,0.014413906,0.015999818,0.9855861,0.015999816
3025,41.875924,0.3056496,13.56934,1,0.9913719,0.006742451,0.049597606,0.0,0.0086280545,0.00674245,0.9913719,0.006742451
3026,45.8774216,0.0990327,6.67557,1,0.98737574,0.009413256,0.06773909,0.0,0.0126242265,0.009413256,0.98737574,0.009413256
3027,56.1834409,0.4370772,8.58709,1,0.97968465,0.021272095,0.09926373,0.0,0.020315299,0.021272099,0.97968465,0.021272095
3028,39.7107528,0.2444281,7.74024,1,0.99043304,0.0075985673,0.054002266,0.0,0.009567018,0.0075985687,0.99043304,0.0075985673
3029,48.3829659,0.2987665,11.72251,1,0.9864641,0.010646049,0.07168084,0.0,0.013535886,0.010646045,0.9864641,0.010646049
3030,48.1222913,0.2710349,13.42052,1,0.9856695,0.012588374,0.07506549,0.0,0.014330488,0.012588379,0.9856695,0.012588374
3031,39.4930658,0.2365267,9.4486,1,0.99224627,0.006747205,0.045403834,0.0,0.0077538234,0.006747203,0.99224627,0.006747205
