H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag
8.3,0.15,38.0,0.09,4,2015-2017,M-v,38h,,,2015 GY57,2460800.5,118.17142,346.23478,101.84346,2.31253,0.0754586,0.00340619,43.7478431,MPO458635,3,MPCLINUX,000A,2017-06-22,2426106.44522,289.3576501,40.4466921,47.0489941,21.7493714,1.0034679,Distant Object,,,,,,
8.2,0.15,32.0,0.08,3,2015-2017,M-v,38h,,,2015 GZ57,2460800.5,299.83278,220.86225,60.74191,3.70656,0.061415,0.00336942,44.0655745,MPO458635,3,MPCLINUX,000A,2017-03-29,2478657.45376,292.5156826,41.3592872,46.7718618,21.9496839,1.0034303,Distant Object,,,,,,
7.4,0.15,27.0,0.07,3,2015-2017,M-v,38h,,,2015 GA58,2460800.5,340.49998,217.47478,28.32322,17.44399,0.1437675,0.00366295,41.6787997,MPO458635,3,MPCLINUX,000A,2017-06-24,2466124.15612,269.074663,35.6867429,47.6708565,20.4086683,1.0037303,Distant Object,,,,,,
8.4,0.15,30.0,0.11,4,2015-2024,M-v,3Ek,,,2015 GB58,2460800.5,355.48013,174.25147,49.69029,4.43738,0.1061079,0.00339991,43.8016935,MPO845586,4,MPCLINUX,000A,2024-06-03,2462129.91263,289.8920817,39.1539878,48.4493992,21.6542676,1.0034615,Distant Object,,,,,,
7.7,0.15,36.0,0.07,3,2015-2017,M-v,38h,,,2015 GC58,2460800.5,131.27476,346.39318,93.77881,2.93233,0.0288498,0.00338117,43.9634194,MPO458635,3,MPCLINUX,000A,2017-06-22,2421974.44931,291.4990848,42.6950835,45.2317553,21.9634141,1.0034424,Distant Object,,,,,,
7.7,0.15,34.0,0.07,3,2015-2017,M-v,38h,,,2015 GD58,2460800.5,315.6667,180.05446,86.62766,3.2629,0.0771865,0.00344647,43.4063287,MPO458635,3,MPCLINUX,000A,2017-06-22,2473664.15483,285.9759967,40.0559461,46.7567113,21.5738622,1.0035091,Distant Object,,,,,,
8.4,0.15,30.0,0.09,2,2015-2017,M-v,38h,,,2015 GE58,2460800.5,273.83884,225.35449,78.92851,3.55087,0.0282456,0.00354106,42.629864,MPO458636,3,MPCLINUX,000A,2017-06-22,2485132.93716,278.3369864,41.4257579,43.8339701,21.2979267,1.0036057,Distant Object,,,,,,
7.6,0.15,37.0,0.1,4,2015-2024,M-v,3Ek,,,2015 GF58,2460800.5,351.78797,143.11623,83.55992,3.13149,0.0785503,0.00340298,43.7753276,MPO845586,4,MPCLINUX,000A,2024-06-03,2463213.74459,289.6303755,40.3367625,47.2138927,21.7526136,1.0034646,Distant Object,,,,,,
8.0,0.15,22.0,0.06,5,2015-2016,M-v,38h,,,2015 GG58,2460800.5,197.00714,293.31905,85.78349,1.97716,0.0685893,0.00337565,44.0113163,MPO458636,2,MPCLINUX,000A,2016-04-09,2509086.09663,291.9755846,40.9926109,47.0300217,21.9021327,1.0034367,Distant Object,,,,,,
7.6,0.15,36.0,0.07,4,2015-2017,M-v,38h,,,2015 GH58,2460800.5,10.62522,122.59195,82.92312,2.19083,0.0258889,0.00345486,43.3360433,MPO458636,3,MPCLINUX,000A,2017-05-18,2457725.00504,285.2816809,42.2141208,44.4579658,21.653499,1.0035176,Distant Object,,,,,,
8.3,0.15,34.0,0.08,3,2015-2017,M-v,38h,,,2015 GJ58,2460800.5,309.75649,219.44447,58.67256,3.56924,0.1159948,0.00325189,45.1209804,MPO458636,3,MPCLINUX,000A,2017-05-18,2476251.48407,303.0873366,39.8871813,50.3547795,22.2569435,1.0033103,Distant Object,,,,,,
7.9,0.15,27.0,0.09,4,2015-2017,M-v,38h,,,2015 GK58,2460800.5,111.01455,269.26832,185.72517,5.58455,0.0949872,0.00338384,43.940285,MPO458636,3,MPCLINUX,000A,2017-05-18,2427992.84293,291.2690264,39.7665204,48.1140496,21.7719154,1.0034451,Distant Object,,,,,,
7.8,0.15,29.0,0.08,4,2015-2017,M-v,38h,,,2015 GL58,2460800.5,339.82911,105.63682,134.51377,1.97717,0.0553447,0.00335521,44.1898659,MPO458637,3,MPCLINUX,000A,2017-05-18,2466812.3294,293.7541599,41.744191,46.6355408,22.0272554,1.0034158,Distant Object,,,,,,
7.8,0.15,40.0,0.14,4,2015-2024,M-v,3Ek,,,2015 GM58,2460800.5,290.15635,199.0898,92.33316,2.83263,0.0519699,0.00342312,43.6034957,MPO845586,5,MPCLINUX,000A,2024-06-01,2481204.12537,287.9267149,41.3374264,45.869565,21.7428642,1.0034852,Distant Object,,,,,,
7.3,0.15,28.0,0.08,5,2015-2016,M-v,38h,,,2015 GN58,2460800.5,187.93122,263.92151,122.43147,3.06122,0.1082429,0.00316851,45.9091628,MPO458637,2,MPCLINUX,000A,2016-07-07,2515106.56912,311.0635038,40.9398219,50.8785037,22.6856335,1.0032251,Distant Object,,,,,,
8.1,0.15,32.0,0.07,3,2015-2017,M-v,38h,,,2015 GO58,2460800.5,73.55082,337.51394,160.32429,4.26538,0.0452841,0.00336422,44.1109702,MPO458637,3,MPCLINUX,000A,2017-02-27,2438937.7035,292.967817,42.1134446,46.1084958,22.010257,1.003425,Distant Object,,,,,,
7.1,0.15,32.0,0.07,4,2015-2017,M-v,38h,,,2015 GP58,2460800.5,186.27244,328.654,61.02268,2.61821,0.0755255,0.00339051,43.8826596,MPO458637,3,MPCLINUX,000A,2017-03-29,2512040.0104,290.6962381,40.5683998,47.1969194,21.8161742,1.0034519,Distant Object,,,,,,
7.6,0.15,31.0,0.09,5,2015-2017,M-v,38h,,,2015 GQ58,2460800.5,227.91646,247.32151,108.61069,2.08268,0.1291494,0.00321343,45.4803546,MPO458637,3,MPCLINUX,000A,2017-05-18,2501904.48332,306.7155278,39.6065941,51.3541151,22.360881,1.003271,Distant Object,,,,,,
8.8,0.15,22.0,0.14,5,2015-2016,M-v,38h,,,2015 GR58,2460800.5,1.86795,128.48913,88.41482,2.34212,0.0777323,0.00339697,43.8269771,MPO458638,2,MPCLINUX,000A,2016-07-07,2460250.60156,290.143119,40.4202054,47.2337488,21.7810804,1.0034585,Distant Object,,,,,,
8.3,0.15,31.0,0.11,4,2015-2017,M-v,38h,,,2015 GS58,2460800.5,263.0296,224.64452,96.5785,1.50935,0.0638487,0.00348375,43.0960732,MPO458638,3,MPCLINUX,000A,2017-03-29,2488635.9623,282.9153753,40.344445,45.8477014,21.4601927,1.0035472,Distant Object,,,,,,
7.48,0.15,34.0,0.18,4,2015-2025,M-v,3Ek,,,2015 GT58,2460800.5,320.74538,142.18134,120.33505,2.18813,0.065051,0.00341213,43.6970661,MPO918772,4,MPCLINUX,000A,2025-04-23,2472305.03386,288.8540213,40.8545283,46.5396039,21.7560781,1.003474,Distant Object,,,,,,
6.8,0.15,36.0,0.05,4,2015-2017,M-v,38h,,,2015 GU58,2460800.5,232.73959,266.77281,83.10033,2.75469,0.0803025,0.00336555,44.0993758,MPO458638,3,MPCLINUX,000A,2017-06-24,2498613.72538,292.8523164,40.5580857,47.6406659,21.9075007,1.0034264,Distant Object,,,,,,
8.4,0.15,23.0,0.11,4,2015-2016,M-v,38h,,,2015 GV58,2460800.5,235.99313,261.40452,81.93942,2.119,0.0185864,0.00352017,42.7983766,MPO458638,2,MPCLINUX,000A,2016-07-07,2496028.72363,279.9889836,42.0029089,43.5938443,21.3917959,1.0035844,Distant Object,,,,,,
7.9,0.15,39.0,0.11,3,2015-2017,M-v,38h,,,2015 GW58,2460800.5,290.19441,263.80115,36.06184,12.2819,0.1251547,0.00324307,45.2028163,MPO458638,3,MPCLINUX,000A,2017-03-29,2482325.50463,303.9122744,39.5454714,50.8601612,22.2473865,1.0033013,Distant Object,,,,,,
8.0,0.15,41.0,0.1,4,2015-2017,M-v,38h,,,2015 GX58,2460800.5,330.90616,174.32074,77.06746,3.91713,0.0691158,0.00342989,43.5461027,MPO458639,3,MPCLINUX,000A,2017-06-24,2469283.16371,287.3584277,40.536379,46.5558264,21.6690416,1.0034921,Distant Object,,,,,,
8.3,0.15,39.0,0.1,4,2015-2017,M-v,38h,,,2015 GY58,2460800.5,65.23955,4.04354,141.55611,2.91432,0.0651056,0.00333561,44.3628192,MPO458639,3,MPCLINUX,000A,2017-06-24,2441241.93482,295.4804187,41.4745512,47.2510872,22.0873884,1.0033958,Distant Object,,,,,,
8.2,0.15,30.0,0.06,4,2015-2017,M-v,38h,,,2015 GZ58,2460800.5,353.47512,183.60209,43.93046,5.02888,0.0572079,0.00354682,42.5836651,MPO458639,3,MPCLINUX,000A,2017-06-25,2462640.15264,277.8846493,40.147543,45.0197872,21.2221498,1.0036116,Distant Object,,,,,,
8.8,0.15,26.0,0.11,4,2015-2017,M-v,38h,,,2015 GA59,2460800.5,332.20576,198.30712,55.74323,4.03821,0.0975807,0.00335956,44.151698,MPO458639,3,MPCLINUX,000A,2017-03-30,2469073.82639,293.3736578,39.8433444,48.4600516,21.8656429,1.0034203,Distant Object,,,,,,
8.4,0.15,29.0,0.06,4,2015-2017,M-v,38h,,,2015 GB59,2460800.5,351.08496,174.88894,56.26294,4.57894,0.071825,0.00353133,42.7081337,MPO458639,3,MPCLINUX,000A,2017-06-25,2463325.07735,279.1038906,39.640622,45.7756454,21.2439048,1.0035958,Distant Object,,,,,,
8.4,0.15,29.0,0.1,4,2015-2017,M-v,38h,,,2015 GC59,2460800.5,254.12762,191.19998,136.88943,1.97711,0.0331912,0.00346858,43.2216379,MPO458639,3,MPCLINUX,000A,2017-06-25,2491324.46713,284.1527287,41.7870599,44.6562159,21.5870113,1.0035317,Distant Object,,,,,,
7.3,0.15,23.0,0.05,4,2015-2017,M-v,38h,,,2015 GD59,2460800.5,165.06686,349.10382,59.8371,3.20023,0.0924742,0.00331584,44.5389879,MPO458640,3,MPCLINUX,000A,2017-03-30,2411018.58915,297.2422335,40.4202806,48.6576952,22.0790569,1.0033756,Distant Object,,,,,,
8.0,0.15,29.0,0.08,3,2015-2017,M-v,38h,,,2015 GE59,2460800.5,102.28226,275.67978,197.31486,12.60219,0.0344198,0.00349371,43.0141961,MPO458640,3,MPCLINUX,000A,2017-06-25,2431524.29998,282.1095031,41.5336561,44.4947361,21.4816181,1.0035573,Distant Object,,,,,,
8.0,0.15,28.0,0.12,4,2015-2016,M-v,38h,,,2015 GF59,2460800.5,341.62228,168.80068,72.98296,2.47185,0.0658625,0.00351821,42.8142646,MPO458640,2,MPCLINUX,000A,2016-07-07,2466024.11435,280.1449081,39.9944101,45.6341191,21.314271,1.0035824,Distant Object,,,,,,
8.4,0.15,29.0,0.11,3,2015-2017,M-v,38h,,,2015 GG59,2460800.5,68.2288,85.25365,45.36811,7.57098,0.1648829,0.00309532,46.6299926,MPO458640,3,MPCLINUX,000A,2017-03-30,2438757.79008,318.4183003,38.9415042,54.318481,22.6811462,1.0031504,Distant Object,,,,,,
8.4,0.15,37.0,0.13,3,2015-2017,M-v,38h,,,2015 GH59,2460800.5,295.10897,229.69715,58.02082,5.27053,0.0432624,0.00347334,43.1822141,MPO458640,3,MPCLINUX,000A,2017-03-30,2479483.31749,283.7640406,41.3140479,45.0503803,21.5506964,1.0035365,Distant Object,,,,,,
8.1,0.15,29.0,0.11,4,2015-2017,M-v,38h,,,2015 GJ59,2460800.5,245.44842,172.22645,164.14135,4.33064,0.0444644,0.00327487,44.9097096,MPO458640,3,MPCLINUX,000A,2017-03-30,2495780.21785,300.9611032,42.9128263,46.9065929,22.4104597,1.0033338,Distant Object,,,,,,
13.2,0.15,16.0,0.14,8,,M-v,38h,,,2015 GK59,2460800.5,7.82682,307.68604,24.07893,7.42193,0.377493,0.02490869,11.6118676,E2020-M67,1,Alexanders,200A,2015-04-21,2460486.27841,39.5688213,7.2284689,15.9952663,4.9785826,1.0259277,Distant Object,,1.0,10.0,,,
9.18,0.15,21.0,0.11,6,2015-2017,M-v,3Ek,,,2015 GR65,2460800.5,313.55485,164.29842,134.81658,2.01242,0.2868967,0.00402986,39.108957,MPO620645,3,Alexanders,000A,2017-06-25,2472325.9231,244.5762888,27.8887263,50.3291877,17.9449549,1.0041055,Distant Object,,,,,,
12.1,0.15,29.0,0.59,3,2015-2019,M-v,3Ek,,,2015 HX10,2460800.5,47.6064,359.22928,221.02981,31.59372,0.3381459,0.01525545,16.1009934,MPO687247,4,MPCLINUX,000A,2019-06-08,2457679.87386,64.6069156,10.6565085,21.5454783,7.1299816,1.0157216,Distant Object,,,,,,
16.7,0.15,92.0,0.34,2,,M-v,38h,,,2015 HO176,2460800.5,268.4299,167.54508,69.47099,8.87105,0.5792271,0.07369965,5.6341156,MPO438014,1,MPCLINUX,2000,2015-07-19,2462042.97757,13.3733013,2.3706832,8.897548,1.8719235,1.0808192,MBA,,1.0,172.0,,,
7.3,0.15,34.0,0.06,2,2013-2019,M-v,38h,,,2015 HF195,2460800.5,24.78359,313.50571,239.6938,6.16756,0.2180913,0.0034459,43.4111079,MPO655401,4,Veres,000A,2019-06-23,2453608.30348,286.0232285,33.9435229,52.8786929,20.673155,1.0035085,Distant Object,['2014 HP233'],,,,,
6.02,0.15,12.0,0.33,5,2014-2021,M-v,3Ek,,,2015 HY195,2460800.5,38.01182,266.68196,220.4225,22.10585,0.5150562,0.00150932,75.2687594,MPO900239,3,MPCLINUX,000A,2021-05-16,2435615.43408,653.0134657,36.5011182,114.0364006,27.6506227,1.0015337,Distant Object,['2014 HK208'],,,,,
7.0,0.15,35.0,0.06,4,2015-2017,M-v,38h,,,2015 HZ196,2460800.5,8.93131,160.67287,48.56141,1.82407,0.03901,0.00349851,42.9748257,MPO687255,3,Rudenko,000A,2017-03-29,2458247.60304,281.7222744,41.2983777,44.6512737,21.4547137,1.0035622,Distant Object,,,,,,
6.8,0.15,6.0,0.05,7,2014-2015,M-v,38h,,,2015 HA197,2460800.5,313.89538,76.43444,210.30578,41.23198,0.3302435,0.00259176,52.4895378,MPO505288,2,Veres,000A,2015-04-22,2478589.83519,380.2849365,35.1552091,69.8238665,23.3824942,1.0026365,Distant Object,['2014 FE69'],,,,,
7.94,0.15,70.0,0.22,3,2004-2021,M-v,3Ek,,,2015 HP198,2460800.5,350.77858,45.75881,202.35655,7.94555,0.3026631,0.00300523,47.5573368,MPC862041,7,Bell,000A,2021-05-08,2463868.98795,327.9640866,33.1634858,61.9511878,21.6004246,1.0030584,Distant Object,['2019 GW183'],,,,,
8.01,0.15,7.0,0.63,9,,M-v,3Ek,,,2015 HW198,2460800.5,28.34349,162.99697,323.75683,11.09563,0.5331388,0.00183592,66.0540864,MPO900239,1,MPCLINUX,200A,2015-04-22,2445362.02841,536.8457697,30.83809,101.2700828,23.6395362,1.0018662,Distant Object,,1.0,9.0,,,
17.5,0.15,23.0,0.27,9,,M-v,3Ek,,,2015 HR378,2460800.5,228.12901,26.08836,201.08813,10.2432,0.3469249,0.06423356,6.1748734,MPO824755,1,Veres,200A,2015-04-22,2462853.494,15.3441236,4.0326561,8.3170907,2.7158424,1.069715,Distant Object,,1.0,4.0,,,
17.11,0.15,22.0,0.5,9,,M-v,3Ek,,,2015 HV378,2460800.5,247.68248,181.86279,36.85149,5.64728,0.2409279,0.06891816,5.8917856,MPO824755,1,Veres,2000,2015-04-22,2462430.22456,14.3011316,4.4722901,7.3112811,2.7748948,1.0751816,MBA,,1.0,4.0,,,
17.14,0.15,14.0,0.51,9,,M-v,3Ek,,,2015 HT384,2460800.5,179.67956,256.89993,352.84826,4.44882,0.4327418,0.05417784,6.9170606,E2024-O01,1,Veres,200A,2015-04-22,2457484.02056,18.1920806,3.9237593,9.9103619,2.810867,1.0581663,Distant Object,,1.0,4.0,,,
15.69,0.15,19.0,0.41,9,,M-v,3Ek,,,2015 HX384,2460800.5,191.12355,21.39313,233.76208,3.58708,0.3408582,0.06042904,6.4314008,E2024-O09,1,Veres,200A,2015-04-21,2463595.12592,16.3101653,4.2392051,8.6235965,2.8420865,1.0653161,Distant Object,,1.0,3.0,,,
14.68,0.15,18.0,0.42,9,,M-v,3Ek,,,2015 HB387,2460800.5,307.56264,66.15861,18.21423,51.06902,0.4374582,0.06529467,6.1077919,E2024-O09,1,Veres,200A,2015-04-22,2461603.58877,15.0947647,3.4358882,8.7796956,2.4694729,1.0709483,Distant Object,,1.0,4.0,,,
16.7,0.15,18.0,0.54,9,,M-v,3Ek,,,2015 HG391,2460800.5,235.36025,25.17089,196.45202,5.50608,0.2279467,0.06626819,6.0478263,E2024-O09,1,Veres,200A,2015-04-22,2462681.34086,14.8730132,4.6692443,7.4264083,2.8667915,1.0720824,Distant Object,,1.0,4.0,,,
16.07,0.15,20.0,0.29,9,,M-v,3Ek,,,2015 HC394,2460800.5,218.84837,203.28607,21.94033,5.90989,0.2674737,0.06190529,6.3287439,E2024-O09,1,Veres,200A,2015-04-22,2463080.62558,15.9212178,4.6359714,8.0215164,2.9379859,1.0670187,Distant Object,,1.0,4.0,,,
16.22,0.15,18.0,0.47,9,,M-v,3Ek,,,2015 HW394,2460800.5,255.94256,39.34391,187.71148,9.03955,0.1778326,0.07319126,5.6601755,E2024-O09,1,Veres,2000,2015-04-22,2462222.22064,13.4661933,4.6536118,6.6667392,2.7405878,1.0802169,MBA,,1.0,4.0,,,
16.65,0.15,18.0,0.79,9,,M-v,3Ek,,,2015 HQ397,2460800.5,254.34333,358.90569,205.27254,4.89036,0.2646118,0.06783863,5.9541256,E2024-O09,1,Veres,2000,2015-04-22,2462357.97126,14.5287077,4.3785937,7.5296575,2.7686106,1.0739169,MBA,,1.0,4.0,,,
16.93,0.15,17.0,0.53,9,,M-v,3Ek,,,2015 HS400,2460800.5,240.68247,289.66971,302.53426,2.68667,0.1817859,0.07135651,5.7567888,E2024-RJ3,1,MPCLINUX,2000,2015-04-22,2462472.6326,13.8124413,4.7102858,6.8032918,2.7832747,1.0780491,MBA,,1.0,4.0,,,
16.39,0.15,16.0,0.49,9,,M-v,3Ek,,,2015 HD401,2460800.5,221.63718,2.87239,253.90208,3.89607,0.1382494,0.07307095,5.6663869,E2024-RM2,1,MPCLINUX,2000,2015-04-22,2462694.04203,13.4883659,4.8830123,6.4497615,2.7790429,1.0800745,MBA,,1.0,4.0,,,
16.74,0.15,17.0,0.68,9,,M-v,3Ek,,,2015 HS401,2460800.5,167.829,236.82163,17.37189,5.03434,0.4012634,0.05204439,7.1048257,E2024-RM2,1,MPCLINUX,200A,2015-04-22,2457575.76646,18.9378269,4.2539192,9.9557322,2.9804306,1.0557481,Distant Object,,1.0,4.0,,,
16.28,0.15,11.0,0.78,9,,M-v,3Ek,,,2015 HR410,2460800.5,221.9265,268.3054,345.95253,10.16547,0.1549776,0.07158502,5.7445317,MPO885414,1,MPCLINUX,2000,2015-04-22,2462729.30492,13.7683515,4.854258,6.6348054,2.8032796,1.0783186,MBA,,1.0,4.0,,,
16.37,0.15,12.0,0.31,9,,M-v,3Ek,,,2015 HZ410,2460800.5,233.44872,284.2814,325.12115,4.07529,0.2232248,0.07286021,5.6773079,MPO885415,1,MPCLINUX,2000,2015-04-22,2462537.40547,13.5273794,4.409992,6.9446238,2.6972058,1.0798252,MBA,,1.0,4.0,,,
16.28,0.15,13.0,0.23,9,,M-v,3Ek,,,2015 HD413,2460800.5,237.795,225.79922,349.90192,5.78523,0.1700753,0.06690753,6.0092376,MPO885422,1,MPCLINUX,200A,2015-04-22,2462626.97685,14.7308926,4.9872147,7.0312605,2.9177084,1.0728285,Distant Object,,1.0,4.0,,,
16.41,0.15,13.0,0.25,9,,M-v,3Ek,,,2015 HW414,2460800.5,234.23253,220.35157,32.48139,10.40413,0.1418855,0.07430143,5.6036536,MPO885427,1,MPCLINUX,2000,2015-04-21,2462493.16622,13.2649898,4.8085764,6.3987308,2.7454218,1.0815329,MBA,,1.0,3.0,,,
15.75,0.15,14.0,0.64,9,,M-v,3Ek,,,2015 HX414,2460800.5,262.51818,157.08515,64.55247,4.4443,0.122314,0.07432787,5.6023243,MPO885427,1,MPCLINUX,2000,2015-04-22,2462112.01225,13.26027,4.9170816,6.287567,2.7592548,1.0815643,MBA,,1.0,4.0,,,
16.62,0.15,13.0,0.58,9,,M-v,3Ek,,,2015 HQ416,2460800.5,331.63072,245.93887,242.29147,6.61739,0.231434,0.0626635,6.27759,MPO885433,1,MPCLINUX,200A,2015-04-22,2461253.22415,15.7285766,4.8247422,7.7304378,2.9706758,1.0678952,Distant Object,,1.0,3.0,,,
17.08,0.15,11.0,0.35,9,,M-v,3Ek,,,2015 HC424,2460800.5,250.08535,182.92561,37.64112,4.48306,0.1627436,0.07146251,5.7510952,MPO885456,1,MPCLINUX,2000,2015-04-19,2462338.57451,13.7919551,4.8151413,6.6870491,2.7993873,1.0781741,MBA,,1.0,6.0,,,
13.4,0.15,181.0,0.32,0,2014-2017,M-v,38h,,,2015 JH1,2460800.5,77.85951,70.37659,205.15368,35.35901,0.7062896,0.02288525,12.286616,MPO423824,4,MPCLINUX,040A,2017-10-14,2457398.32261,43.0673776,3.6087069,20.9645251,3.0787495,1.0237714,Distant Object,,,,,,
8.76,0.15,16.0,0.27,8,,M-v,3Ek,,,2015 JB13,2460800.5,359.1057,158.78476,113.85796,11.91093,0.9092445,0.00014284,362.4438509,MPO913124,1,MPCLINUX,200A,2015-05-23,2467063.10504,6900.1908688,32.8937729,691.9939289,31.4011275,1.0001449,Distant Object,,1.0,62.0,,,
9.32,0.15,27.0,0.24,6,2014-2015,M-v,3Ek,,,2015 JC13,2460800.5,1.65829,157.67337,72.30372,18.98723,0.5720357,0.00155235,73.8715136,E2025-K72,2,MPCLINUX,000A,2015-05-23,2459732.22067,634.9148669,31.6143706,116.1286566,24.8494596,1.0015775,Distant Object,,,,,,
8.71,0.15,12.0,0.15,9,,M-v,3Ek,,,2015 JD13,2460800.5,77.39989,82.79668,57.05685,29.04386,0.0685048,0.00361598,42.0389418,MPO900256,1,MPCLINUX,200A,2015-05-17,2439395.0712,272.5697546,39.1590725,44.9188111,20.9208285,1.0036823,Distant Object,,1.0,56.0,,,
9.25,0.15,20.0,0.26,7,2014-2015,M-v,3Ek,,,2015 JF13,2460800.5,9.2834,136.92335,74.93396,19.37437,0.3411093,0.00233337,56.296293,MPO913124,2,MPCLINUX,000A,2015-05-17,2456821.84316,422.3959034,37.0931039,75.4994821,24.8729533,1.0023731,Distant Object,,,,,,
8.21,0.15,18.0,0.11,9,,M-v,3Ek,,,2015 JG13,2460800.5,60.94992,73.24662,88.51368,15.71134,0.0431712,0.00328992,44.7726157,MPO913124,1,MPCLINUX,200A,2015-05-23,2442274.12534,299.5840593,42.8397282,46.7055032,22.3445853,1.0033491,Distant Object,,1.0,62.0,,,
10.38,0.15,14.0,0.23,7,,M-v,3Ek,,,2015 JH13,2460800.5,356.62435,93.12179,183.57699,22.42518,0.6114182,0.00260973,52.248327,MPO913124,1,MPCLINUX,200A,2015-05-23,2462094.00117,377.6666041,20.302749,84.193905,16.3581096,1.0026549,Distant Object,,1.0,62.0,,,
7.39,0.15,18.0,0.18,8,,M-v,3Ek,,,2015 JL13,2460800.5,338.51054,210.46338,51.76518,32.0878,0.2747159,0.00243623,54.7004312,MPO913124,1,MPCLINUX,200A,2015-05-23,2469621.39319,404.5629662,39.673353,69.7275094,25.2861269,1.0024779,Distant Object,,1.0,62.0,,,
12.7,0.15,12.0,0.06,9,,M-v,3Ek,,,2015 JM13,2460800.5,99.51318,88.4997,62.30267,22.96514,0.1483177,0.01426061,16.8413626,MPO913124,1,MPCLINUX,200A,2015-05-23,2453822.30974,69.1139699,14.3434904,19.3392348,8.235442,1.0146813,Distant Object,,1.0,8.0,,,
8.4,0.15,18.0,0.2,7,,M-v,3Ek,,,2015 JN13,2460800.5,320.47197,186.22702,111.83467,12.31144,0.2768314,0.00372534,41.2121974,MPO918779,1,MPCLINUX,200A,2015-05-23,2471411.19713,264.568818,29.8033671,52.6210277,19.0269375,1.0037941,Distant Object,,1.0,62.0,,,
8.91,0.15,11.0,0.04,9,,M-v,3Ek,,,2015 JO13,2460800.5,11.12193,136.67905,79.72042,16.73203,0.2753617,0.00342607,43.5784767,MPO900256,1,Alexanders,200A,2015-05-23,2457554.169,287.6789387,31.5786333,55.5783201,20.1370897,1.0034882,Distant Object,,1.0,8.0,,,
8.18,0.15,15.0,0.25,9,,M-v,3Ek,,,2015 JP13,2460800.5,351.88392,168.01689,129.87195,12.0681,0.713822,0.00138058,79.8781358,MPO913125,1,MPCLINUX,200A,2015-05-26,2466679.58729,713.9073958,22.8593651,136.8969065,19.5884414,1.0014027,Distant Object,,1.0,11.0,,,
18.04,0.15,10.0,0.1,9,,M-v,3Ek,,,2015 KC87,2460800.5,240.4169,106.90973,202.88821,14.04618,0.6624138,0.07015214,5.8224904,MPO630349,1,Pan,2000,2015-05-22,2462505.12609,14.0495745,1.9655924,9.6793884,1.633814,1.0766309,MBA,,1.0,1.0,,,
15.8,0.15,74.0,0.15,1,2015-2016,M-v,38h,,,2015 KJ153,2460800.5,217.76923,150.60332,120.87889,17.88657,0.5756314,0.06122712,6.3753913,MPO602925,2,Rudenko,000A,2016-09-25,2463123.50354,16.097568,2.7055159,10.0452667,2.1314479,1.0662358,Distant Object,,,,,,
8.16,0.15,23.0,0.14,5,2006-2019,M-v,3Ek,,,2015 KC163,2460800.5,357.42112,49.03499,209.45359,3.14817,0.1628961,0.00316252,45.9671182,MPO705386,7,Veres,000A,2019-08-22,2461615.95613,311.6527162,38.4792539,53.4549825,22.3736872,1.003219,Distant Object,,,,,,
6.96,0.15,8.0,0.48,9,,M-v,3El,,,2015 KD163,2460800.5,241.9487,152.83608,279.20112,31.5277,0.185579,0.00457497,35.9371701,MPO709023,1,Alexanders,200A,2015-06-24,2486604.62687,215.4347777,29.267986,42.6063542,17.3497548,1.0046634,Distant Object,,1.0,28.0,,,
8.2,0.15,29.0,0.1,1,2015-2017,M-v,38h,,,2015 KG163,2460800.5,0.06667,32.0087,219.16601,14.01409,0.9350856,6.328e-05,623.7021087,MPO602956,3,Rudenko,000A,2017-05-25,2459745.59494,15576.3543528,40.4872482,1206.9169692,39.1731455,1.0000642,Distant Object,,,,,,
7.9,0.15,36.0,0.13,1,2014-2017,M-v,38h,,,2015 KH163,2460800.5,354.14685,231.05557,67.57707,27.20024,0.7350714,0.00053342,150.5756989,MPO602956,4,Rudenko,040A,2017-05-21,2471773.78459,1847.7037126,39.8918091,261.2595887,34.6075685,1.0005415,Distant Object,,,,,,
9.11,0.15,9.0,0.1,9,,M-v,3Ek,,,2015 KG166,2460800.5,157.04393,265.90889,173.39356,18.11075,0.0301937,0.00492413,34.2176218,MPO900258,1,MPCLINUX,200A,2015-05-26,2428907.57947,200.1588203,33.1844652,35.2507784,17.0932135,1.0050211,Distant Object,,1.0,9.0,,,
7.13,0.15,17.0,0.23,9,,M-v,3Ek,,,2015 KH166,2460800.5,20.51825,319.05312,180.90237,23.26122,0.668944,0.00113753,90.8852645,MPO885592,1,MPCLINUX,200A,2015-07-12,2442762.47802,866.4434305,30.0881121,151.6824169,25.1076871,1.0011555,Distant Object,,1.0,56.0,,,
7.4,0.15,25.0,0.15,8,,M-v,3Ek,,,2015 KJ166,2460800.5,30.20725,106.32634,71.9658,25.2305,0.3036413,0.0026143,52.1873898,MPO885592,1,MPCLINUX,200A,2015-07-13,2449245.87735,377.0060882,36.3411429,68.0336367,23.6879074,1.0026595,Distant Object,,1.0,57.0,,,
