H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag
7.95,0.15,21.0,0.21,8,,M-v,3Ek,,,2015 KK166,2460800.5,76.53827,8.29261,139.46616,14.40887,0.0966528,0.00379814,40.6838216,MPO885592,1,Veres,200A,2015-07-13,2440648.77414,259.4971616,36.7516163,44.6160269,20.1518815,1.0038685,Distant Object,,1.0,57.0,,,
8.77,0.15,13.0,0.32,9,,M-v,3Ek,,,2015 KN166,2460800.5,60.38654,69.73213,72.47738,23.58623,0.2917498,0.00417693,38.18546,MPO900258,1,MPCLINUX,200A,2015-05-26,2446343.23744,235.9647011,27.0448597,49.3260603,17.467596,1.004256,Distant Object,,1.0,9.0,,,
9.75,0.15,26.0,0.31,8,,M-v,3Ek,,,2015 KO166,2460800.5,8.17077,135.15652,95.00718,16.84045,0.2421936,0.00402859,39.1171377,MPO885592,1,Veres,200A,2015-07-13,2458772.25872,244.6530325,29.6432173,48.5910581,18.4113074,1.0041042,Distant Object,,1.0,57.0,,,
12.36,0.15,26.0,0.09,7,2014-2015,M-v,3Ek,,,2015 KP166,2460800.5,38.21356,24.78086,136.53774,13.6288,0.5927563,0.00655899,28.2647196,MPO918783,2,Alexanders,000A,2015-07-12,2454974.28524,150.2681785,11.510629,45.0188102,9.1668134,1.0066994,Distant Object,,,,,,
8.74,0.15,22.0,0.13,9,,M-v,3Ek,,,2015 KQ166,2460800.5,319.18321,230.55463,75.37875,23.66983,0.2821292,0.00416677,38.2474763,MPO885593,1,Veres,200A,2015-07-12,2470596.45123,236.5397733,27.4567464,49.0382062,17.6015482,1.0042456,Distant Object,,1.0,56.0,,,
8.11,0.15,16.0,0.1,9,,M-v,3Ek,,,2015 KR166,2460800.5,23.10793,73.70673,137.65606,14.97206,0.0636678,0.00402376,39.1484737,MPO900258,1,MPCLINUX,200A,2015-07-12,2455057.54451,244.9470718,36.6559765,41.6409709,19.4948909,1.0040992,Distant Object,,1.0,56.0,,,
8.3,0.15,32.0,0.08,2,2014-2017,M-v,38h,,,2015 KL167,2460800.5,62.45496,329.94936,186.78537,10.31168,0.2556096,0.00303838,47.2107975,MPO602971,4,Rudenko,000A,2017-08-31,2440244.61019,324.3859273,35.1432644,59.2783306,22.0631101,1.0030923,Distant Object,,,,,,
8.9,0.15,25.0,0.08,3,2015-2017,M-v,38h,,,2015 KM167,2460800.5,347.48187,161.5267,121.10868,8.49881,0.3300116,0.00301357,47.4695691,MPO602971,3,Rudenko,000A,2017-03-28,2464954.51692,327.0566125,31.8040606,63.1350776,21.1498848,1.003067,Distant Object,,,,,,
7.2,0.15,8.0,0.21,8,2015-2016,M-v,38h,,,2015 KV167,2460800.5,198.59174,221.01145,174.29021,27.19137,0.2722438,0.00268256,51.2983281,MPO602973,2,Rudenko,000A,2016-04-10,2520971.33318,367.4132519,37.3326763,65.2639799,23.748133,1.0027292,Distant Object,,,,,,
8.1,0.15,36.0,0.09,2,2014-2017,M-v,38h,,,2015 KE172,2460800.5,1.8925,15.2834,227.63538,38.42855,0.6559163,0.00067881,128.2244888,MPO602988,4,Rudenko,000A,2017-08-31,2458012.49175,1451.966059,44.1199565,212.3290211,36.5294776,1.0006892,Distant Object,,,,,,
5.5,0.15,8.0,0.21,7,2015-2018,M-v,38h,,,2015 KF172,2460800.5,304.63265,322.08605,19.18023,12.08189,0.4184225,0.00182521,66.3122798,MPO602988,2,Rudenko,000A,2018-05-17,2491135.44959,539.9964922,38.5657299,94.0588297,27.3512495,1.0018553,Distant Object,,,,,,
6.1,0.15,10.0,0.17,5,2015-2019,M-v,38h,,,2015 KG172,2460800.5,119.13058,38.09303,53.12301,32.4496,0.2682478,0.00239226,55.368708,MPO602989,3,Rudenko,000A,2019-04-05,2411000.90966,411.9994008,40.5161739,70.2212421,25.6922742,1.0024331,Distant Object,,,,,,
14.9,0.15,16.0,0.07,2,2015-2016,M-v,38h,,,2015 KH172,2460800.5,38.42416,200.29222,106.99339,9.07218,0.6819441,0.01390397,17.1281374,MPO602989,2,Rudenko,000A,2016-07-05,2458036.94733,70.8867732,5.4477052,28.8085696,4.5813678,1.0143089,Distant Object,,,,,,
14.9,0.15,19.0,0.11,3,2015-2016,M-v,38h,,,2015 KJ172,2460800.5,144.05992,52.74249,80.56584,11.40337,0.4733468,0.02729333,10.9252584,MPO602989,2,Rudenko,000A,2016-07-04,2455522.28447,36.1116703,5.7538223,16.0966945,4.2386878,1.0284806,Distant Object,,,,,,
8.6,0.15,42.0,0.1,2,2014-2017,M-v,38h,,,2015 KC173,2460800.5,65.19293,93.02542,74.50398,17.11523,0.1334082,0.00401484,39.206391,MPO602992,4,Rudenko,000A,2017-08-24,2444562.34866,245.4908446,33.9759369,44.4368451,19.2543028,1.0040901,Distant Object,,,,,,
9.8,0.15,27.0,0.1,2,2014-2017,M-v,38h,,,2015 KD173,2460800.5,341.05582,134.55692,153.97605,7.04061,0.2469861,0.00400681,39.2588163,MPO602992,4,Rudenko,000A,2017-03-28,2465528.50739,245.9834008,29.5624344,48.9551982,18.4319724,1.0040819,Distant Object,,,,,,
8.14,0.15,36.0,0.17,4,2014-2022,M-v,3Ek,,,2015 KE173,2460800.5,274.62604,251.58295,109.82272,8.12944,0.2550801,0.00401877,39.1808793,MPO703890,5,MPCLINUX,000A,2022-04-26,2482044.67349,245.2512713,29.1866167,49.1751419,18.3157709,1.0040941,Distant Object,,,,,,
8.5,0.15,26.0,0.05,2,2014-2017,M-v,38h,,,2015 KF173,2460800.5,13.32648,156.29285,80.61135,15.36621,0.2536017,0.00402266,39.1556089,MPO602992,4,Rudenko,040A,2017-05-25,2457487.5979,245.0140409,29.2256799,49.0855379,18.318681,1.0040981,Distant Object,,,,,,
9.6,0.15,39.0,0.08,2,2014-2017,M-v,38h,,,2015 KG173,2460800.5,355.32428,99.71922,171.63647,7.14785,0.2779369,0.0040079,39.2516888,MPO602992,4,Rudenko,040A,2017-08-27,2461967.12591,245.9164158,28.3421961,50.1611815,18.1097691,1.004083,Distant Object,,,,,,
10.0,0.15,29.0,0.08,2,2014-2017,M-v,38h,,,2015 KH173,2460800.5,33.34687,9.1723,193.78361,9.7141,0.2842493,0.00399952,39.3064918,MPO602992,4,Rudenko,000A,2017-03-30,2452462.74028,246.4316163,28.133649,50.4793346,18.0653095,1.0040745,Distant Object,,,,,,
8.8,0.15,30.0,0.13,3,2015-2017,M-v,38h,,,2015 KJ173,2460800.5,87.8868,45.78414,101.22936,11.12196,0.1098839,0.00402424,39.1453526,MPO602993,3,Rudenko,000A,2017-08-25,2438960.9294,244.9177799,34.8439086,43.4467966,19.3363466,1.0040997,Distant Object,,,,,,
9.1,0.15,30.0,0.09,3,2015-2017,M-v,38h,,,2015 KK173,2460800.5,38.85976,93.42378,101.13889,10.4791,0.2534211,0.00404123,39.0355318,MPO602993,3,Rudenko,000A,2017-05-21,2451184.60373,243.8878418,29.1431044,48.9279592,18.264291,1.0041171,Distant Object,,,,,,
9.9,0.15,20.0,0.08,2,2015-2017,M-v,38h,,,2015 KL173,2460800.5,42.3417,76.77168,106.07166,10.39794,0.3249562,0.00401015,39.2369566,MPO602993,3,Rudenko,000A,2017-08-25,2450241.73588,245.7779804,26.4866643,51.9872489,17.546835,1.0040853,Distant Object,,,,,,
8.7,0.15,41.0,0.13,3,2014-2017,M-v,38h,,,2015 KM173,2460800.5,79.5834,311.51765,191.78652,8.27219,0.2287942,0.00400042,39.3006012,MPO602993,4,Rudenko,000A,2017-03-30,2440906.63939,246.3762218,30.3088516,48.2923508,18.6216705,1.0040754,Distant Object,,,,,,
8.3,0.15,36.0,0.07,2,2014-2017,M-v,38h,,,2015 KN173,2460800.5,10.15666,147.22767,94.04736,7.99731,0.1892472,0.00399266,39.3515197,MPO602993,4,Rudenko,000A,2017-08-24,2458256.62884,246.8551905,31.9043548,46.7986846,18.9710823,1.0040674,Distant Object,,,,,,
8.8,0.15,45.0,0.08,2,2014-2017,M-v,38h,,,2015 KO173,2460800.5,22.70798,143.31233,79.40103,13.07517,0.1906396,0.00400573,39.2658116,MPO602993,4,Rudenko,000A,2017-08-24,2455131.58321,246.0491492,31.780193,46.7514302,18.9193781,1.0040808,Distant Object,,,,,,
9.2,0.15,34.0,0.08,3,2014-2016,M-v,38h,,,2015 KP173,2460800.5,40.33568,93.52821,103.47949,7.34333,0.2204723,0.00402741,39.1248336,MPO602994,3,Rudenko,000A,2016-07-04,2450785.18491,244.7252356,30.4988915,47.7507757,18.6115262,1.004103,Distant Object,,,,,,
8.9,0.15,25.0,0.09,2,2014-2016,M-v,38h,,,2015 KQ173,2460800.5,334.17821,236.45717,63.74957,38.63209,0.2551435,0.00401625,39.1972389,MPO602994,3,Rudenko,000A,2016-07-05,2467229.9084,245.4048908,29.1963182,49.1981596,18.3227845,1.0040916,Distant Object,,,,,,
8.5,0.15,39.0,0.09,2,2014-2016,M-v,38h,,,2015 KR173,2460800.5,95.50545,15.1228,123.77484,6.95147,0.1141618,0.00402556,39.1367688,MPO602994,3,Rudenko,000A,2016-07-05,2437075.38511,244.8372258,34.6688448,43.6046928,19.3133513,1.0041011,Distant Object,,,,,,
9.8,0.15,31.0,0.13,3,2014-2017,M-v,38h,,,2015 KS173,2460800.5,38.27749,339.00971,222.04691,31.20626,0.1806547,0.0040188,39.1806578,MPO602994,4,Rudenko,000A,2017-08-25,2451275.89315,245.2491916,32.1024878,46.2588278,18.9509766,1.0040942,Distant Object,,,,,,
9.3,0.15,41.0,0.09,2,2014-2017,M-v,38h,,,2015 KT173,2460800.5,339.28644,169.93222,119.52858,6.69378,0.2427328,0.00398678,39.3901801,MPO602994,4,Rudenko,000A,2017-05-21,2465996.16559,247.2190594,29.8288914,48.9514688,18.5346709,1.0040614,Distant Object,,,,,,
8.3,0.15,41.0,0.05,2,2014-2017,M-v,38h,,,2015 KU173,2460800.5,350.78621,189.71011,80.88132,14.05801,0.2089531,0.00401342,39.2156813,MPO602994,4,Rudenko,000A,2017-08-26,2463096.25672,245.5781066,31.0214431,47.4099195,18.7517349,1.0040887,Distant Object,,,,,,
9.0,0.15,35.0,0.08,3,2014-2017,M-v,38h,,,2015 KV173,2460800.5,34.7366,37.20725,170.21655,6.73698,0.1714315,0.00399476,39.337679,MPO602995,4,Rudenko,000A,2017-05-21,2452104.82823,246.7249662,32.5939617,46.0813963,19.0907967,1.0040696,Distant Object,,,,,,
9.5,0.15,39.0,0.13,2,2014-2017,M-v,38h,,,2015 KW173,2460800.5,49.92536,110.43415,73.65415,19.58932,0.1969967,0.00400888,39.2452712,MPO602995,4,Rudenko,000A,2017-08-24,2448346.55867,245.8561078,31.5140823,46.9764601,18.8611262,1.004084,Distant Object,,,,,,
8.4,0.15,36.0,0.1,2,2014-2017,M-v,38h,,,2015 KX173,2460800.5,324.8381,224.03398,80.33922,15.56564,0.2352962,0.00299668,47.6477489,MPO602995,4,Rudenko,040A,2017-08-26,2472534.43179,328.8997785,36.4364146,58.8590832,22.5048823,1.0030497,Distant Object,,,,,,
8.8,0.15,30.0,0.1,3,2015-2017,M-v,38h,,,2015 KY173,2460800.5,345.64698,135.65794,152.80559,8.99816,0.432061,0.00201097,62.1631322,MPO602995,3,Rudenko,000A,2017-08-26,2467938.11003,490.1165114,35.3048671,89.0213973,25.2793617,1.0020445,Distant Object,,,,,,
9.6,0.15,34.0,0.1,2,2014-2017,M-v,38h,,,2015 KZ173,2460800.5,13.63471,343.18158,214.69001,20.90868,0.5886709,0.00151809,74.9786991,MPO602995,4,Rudenko,040A,2017-07-28,2451818.4776,649.2423657,30.8409208,119.1164774,24.4980367,1.0015426,Distant Object,,,,,,
7.78,0.15,46.0,0.07,4,2014-2024,M-v,3Ek,,,2015 KA174,2460800.5,97.90693,52.12548,80.67074,13.69595,0.1242542,0.00343785,43.4788454,E2024-JV1,5,MPCLINUX,000A,2024-05-04,2432320.96949,286.6929438,38.0764162,48.8812746,21.4037854,1.0035003,Distant Object,,,,,,
8.1,0.15,32.0,0.12,4,2014-2017,M-v,38h,,,2015 KB174,2460800.5,196.67372,258.75048,153.51973,5.98119,0.0726122,0.00344259,43.4389063,MPO602996,4,Rudenko,000A,2017-08-26,2508244.59005,286.2980059,40.2847117,46.5931009,21.6049366,1.0035051,Distant Object,,,,,,
7.9,0.15,40.0,0.07,2,2014-2017,M-v,38h,,,2015 KC174,2460800.5,44.44867,347.8916,168.63451,8.40896,0.4069934,0.00239956,55.2563222,MPO602996,4,Rudenko,040A,2017-08-25,2442276.36164,410.7456409,32.7673638,77.7452806,23.0517323,1.0024405,Distant Object,,,,,,
8.9,0.15,35.0,0.07,2,2014-2017,M-v,38h,,,2015 KD174,2460800.5,358.97446,51.25443,210.76941,17.03175,0.4163659,0.00242198,54.9147006,MPO602996,4,Rudenko,000A,2017-08-31,2461223.9444,406.9423889,32.0500919,77.7793093,22.6973286,1.0024634,Distant Object,,,,,,
8.07,0.15,26.0,0.14,4,2015-2023,M-v,3Ek,,,2015 KE174,2460800.5,16.06617,8.43946,212.6489,24.1025,0.2862555,0.00240954,55.1036468,MPO750185,4,MPCLINUX,000A,2023-05-17,2454132.65605,409.0444577,39.3299248,70.8773688,25.2941661,1.0024507,Distant Object,,,,,,
10.0,0.15,24.0,0.08,3,2015-2017,M-v,38h,,,2015 KF174,2460800.5,14.40444,46.14093,171.56459,8.97689,0.4658077,0.00240237,55.2131689,MPO602996,3,Rudenko,000A,2017-03-28,2454804.39627,410.2645673,29.4944497,80.9318881,21.6165957,1.0024434,Distant Object,,,,,,
8.72,0.15,32.0,0.15,5,2014-2021,M-v,3Ek,,,2015 KG174,2460800.5,354.29766,203.67261,69.31303,18.64649,0.4522431,0.00241147,55.0742031,MPO623938,4,MPCLINUX,000A,2021-05-12,2463165.24247,408.7166525,30.1672748,79.9811314,21.9051083,1.0024527,Distant Object,,,,,,
7.8,0.15,36.0,0.05,2,2014-2017,M-v,38h,,,2015 KH174,2460800.5,347.87992,83.6908,206.57311,10.34693,0.4247008,0.00241949,54.9524855,MPO602997,4,Rudenko,040A,2017-08-27,2465810.03956,407.3624655,31.6141209,78.2908501,22.5203317,1.0024609,Distant Object,,,,,,
8.04,0.15,30.0,0.15,4,2015-2023,M-v,3Ek,,,2015 KJ174,2460800.5,91.02872,310.76665,195.89882,10.57473,0.0986902,0.00359824,42.1770013,MPO750185,5,MPCLINUX,000A,2023-05-17,2435502.09524,273.9135702,38.0145446,46.339458,20.8831038,1.0036642,Distant Object,,,,,,
8.3,0.15,23.0,0.15,5,2015-2017,M-v,38h,,,2015 KK174,2460800.5,120.1239,349.2786,111.17749,9.63539,0.2418962,0.00360379,42.1337011,MPO602997,3,Rudenko,000A,2017-08-24,2427467.00942,273.4918664,31.9417189,52.3256833,19.8341497,1.0036698,Distant Object,,,,,,
8.9,0.15,39.0,0.12,3,2014-2017,M-v,38h,,,2015 KL174,2460800.5,32.79887,351.84214,216.26124,20.13608,0.1395897,0.00360197,42.1479259,MPO602997,4,Rudenko,000A,2017-08-25,2451694.50872,273.6303789,36.2645096,48.0313422,20.6633308,1.003668,Distant Object,,,,,,
8.3,0.15,34.0,0.09,2,2014-2017,M-v,38h,,,2015 KM174,2460800.5,66.82034,80.27914,79.15664,14.45692,0.211466,0.00361504,42.0462772,MPO602997,4,Rudenko,040A,2017-08-24,2442316.31189,272.641099,33.1549191,50.9376353,20.0830286,1.0036813,Distant Object,,,,,,
8.1,0.15,39.0,0.09,2,2014-2017,M-v,38h,,,2015 KN174,2460800.5,63.35802,65.88676,95.86108,11.19803,0.1950375,0.00321575,45.4584456,MPO602998,4,Rudenko,040A,2017-08-26,2441097.78519,306.4939259,36.592344,54.3245472,21.8646117,1.0032734,Distant Object,,,,,,
8.14,0.15,36.0,0.15,3,2015-2021,M-v,3Ek,,,2015 KO174,2460800.5,3.01499,120.07676,123.80088,8.10952,0.5200083,0.00172465,68.8655036,MPO623938,4,MPCLINUX,000A,2021-05-12,2459052.27432,571.4820469,33.0548701,104.6761371,25.1218385,1.0017529,Distant Object,,,,,,
8.7,0.15,35.0,0.14,4,2014-2017,M-v,38h,,,2015 KP174,2460800.5,200.05991,238.14453,169.8674,7.16457,0.068514,0.00410552,38.6269442,MPO602998,4,Rudenko,000A,2017-08-24,2499758.01796,240.0686931,35.9804577,41.2734307,19.2228114,1.0041829,Distant Object,,,,,,
7.3,0.15,33.0,0.11,3,2014-2017,M-v,38h,,,2015 KQ174,2460800.5,87.93162,287.75985,214.04303,24.45479,0.1124477,0.00243344,54.7422008,MPO602998,4,Rudenko,000A,2017-08-24,2424665.20782,405.0264449,48.5865662,60.8978354,27.0250069,1.0024751,Distant Object,,,,,,
12.9,0.15,24.0,0.07,0,2015-2017,M-v,38h,,,2015 KR174,2460800.5,5.92287,328.18258,225.67039,38.67844,0.8724718,0.00119263,88.0641966,MPO602998,3,Rudenko,000A,2017-03-28,2455834.14917,826.4166647,11.2306685,164.8977247,10.514555,1.0012115,Distant Object,,,,,,
10.6,0.15,34.0,0.1,3,2015-2017,M-v,38h,,,2015 KS174,2460800.5,41.98328,86.3997,110.96891,7.03602,0.2233066,0.00535866,32.3418929,MPO602998,3,Rudenko,000A,2017-08-26,2452965.75212,183.9281285,25.1197348,39.564051,15.3645687,1.0054666,Distant Object,,,,,,
8.8,0.15,34.0,0.12,2,2014-2017,M-v,38h,,,2015 KT174,2460800.5,47.16293,313.32474,220.13698,27.51349,0.2726497,0.00263194,51.9539855,MPO602999,4,Rudenko,000A,2017-08-26,2442880.77281,374.4797199,37.7887469,66.1192241,24.0459187,1.0026775,Distant Object,,,,,,
9.1,0.15,30.0,0.09,2,2014-2017,M-v,38h,,,2015 KU174,2460800.5,2.07206,143.21182,103.25238,9.20794,0.5305113,0.001415,78.5775227,MPO602999,4,Rudenko,000A,2017-08-26,2459336.14664,696.5423056,36.891259,120.2637864,28.2312444,1.0014377,Distant Object,,,,,,
8.6,0.15,38.0,0.08,3,2014-2017,M-v,38h,,,2015 KV174,2460800.5,351.25221,196.46589,71.98259,23.29818,0.2959782,0.00264867,51.7349458,MPO602999,4,Rudenko,000A,2017-08-26,2464103.2977,372.1139896,36.4225297,67.0473619,23.6014022,1.0026946,Distant Object,,,,,,
7.49,0.15,41.0,0.33,3,2014-2025,M-v,3Ek,,,2015 KX174,2460800.5,53.35873,72.38594,92.14014,12.023,0.2720475,0.00266045,51.5821401,E2025-N49,5,MPCLINUX,000A,2025-06-25,2440743.84311,370.4665791,37.5493478,65.6149324,23.882277,1.0027066,Distant Object,,,,,,
7.6,0.15,28.0,0.09,4,2015-2017,M-v,38h,,,2015 KY174,2460800.5,67.94773,59.22524,77.62332,19.96148,0.3382782,0.00249311,53.8651967,MPO602999,3,Rudenko,000A,2017-08-26,2433546.18609,395.3323692,35.6437749,72.0866185,23.8506435,1.0025359,Distant Object,,,,,,
8.9,0.15,32.0,0.08,2,2014-2017,M-v,38h,,,2015 KZ174,2460800.5,40.32945,328.32959,214.01537,14.74403,0.2945858,0.00295381,48.1076883,MPO603000,4,Rudenko,000A,2017-08-19,2447147.08745,333.6735122,33.9358465,62.2795301,21.9664325,1.003006,Distant Object,,,,,,
7.08,0.15,41.0,0.08,4,2014-2023,M-v,3Ek,,,2015 KA175,2460800.5,313.65416,124.46846,174.51483,8.77555,0.0690088,0.00348082,43.1202858,MPO750185,4,MPCLINUX,000A,2023-05-17,2474115.20926,283.1538337,40.1446066,46.095965,21.4574689,1.0035442,Distant Object,,,,,,
7.12,0.15,42.0,0.24,3,2015-2025,M-v,3Ek,,,2015 KB175,2460800.5,1.59408,138.88568,108.16097,9.36939,0.1025507,0.00363187,41.9162373,E2025-N49,6,MPCLINUX,000A,2025-06-25,2460361.57715,271.3772489,37.6176978,46.2147768,20.7377095,1.0036985,Distant Object,,,,,,
8.2,0.15,32.0,0.09,3,2014-2016,M-v,38h,,,2015 KC175,2460800.5,296.12177,265.16166,66.49495,29.87225,0.2087088,0.00315725,46.0182227,MPO603000,3,Rudenko,000A,2016-07-04,2481033.05733,312.1725861,36.4138147,55.6226307,22.0068491,1.0032137,Distant Object,,,,,,
8.8,0.15,34.0,0.12,3,2014-2017,M-v,38h,,,2015 KD175,2460800.5,341.89695,58.66517,219.54904,26.28369,0.1818272,0.00318298,45.7699621,MPO603000,4,Rudenko,000A,2017-08-31,2466488.09622,309.6498181,37.447738,54.0921862,22.1283777,1.0032399,Distant Object,,,,,,
7.36,0.15,43.0,0.3,3,2014-2025,M-v,3Ek,,,2015 KE175,2460800.5,339.8132,124.48168,149.87516,7.22322,0.1174118,0.00321248,45.4892874,E2025-N49,5,MPCLINUX,000A,2025-06-25,2467084.52441,306.8058953,40.1483083,50.8302665,22.4310967,1.00327,Distant Object,,,,,,
8.6,0.15,29.0,0.09,2,2014-2017,M-v,38h,,,2015 KF175,2460800.5,62.94088,346.29038,179.42872,8.60938,0.1807544,0.00326587,44.9921404,MPO603001,4,Rudenko,000A,2017-08-26,2441527.7705,301.7900947,36.8596131,53.1246677,21.7610751,1.0033246,Distant Object,,,,,,
7.52,0.15,39.0,0.13,4,2014-2021,M-v,3Ek,,,2015 KG175,2460800.5,121.98201,311.40058,167.45206,7.33125,0.0791453,0.00346295,43.2685285,MPO623938,5,MPCLINUX,000A,2021-05-12,2425575.10799,284.6152646,39.8440278,46.6930292,21.4987477,1.0035259,Distant Object,,,,,,
8.9,0.15,34.0,0.12,3,2014-2017,M-v,38h,,,2015 KH175,2460800.5,76.25965,311.94644,216.31721,17.61863,0.0702644,0.00388062,40.1053529,MPO603001,4,Rudenko,000A,2017-05-21,2441148.98992,253.982336,37.2873743,42.9233315,19.9536747,1.0039528,Distant Object,,,,,,
7.8,0.15,23.0,0.08,5,2015-2016,M-v,38h,,,2015 KJ175,2460800.5,167.37234,6.87895,61.65424,39.56503,0.1191793,0.00352155,42.7871821,MPO603001,2,Rudenko,000A,2016-07-05,2413271.79348,279.8791383,37.6878357,47.8865285,21.0897228,1.0035858,Distant Object,,,,,,
7.8,0.15,31.0,0.1,4,2015-2017,M-v,38h,,,2015 KK175,2460800.5,115.77035,316.01822,156.95826,8.82803,0.1462394,0.00327061,44.948695,MPO603001,3,Rudenko,000A,2017-08-24,2425403.21816,301.3530775,38.3754248,51.5219652,21.993712,1.0033294,Distant Object,,,,,,
7.95,0.15,34.0,0.16,4,2015-2021,M-v,3Ek,,,2015 KL175,2460800.5,323.01393,153.03888,140.49215,8.63984,0.1242107,0.00331154,44.5775072,MPO623938,4,MPCLINUX,000A,2021-05-12,2471969.4778,297.6279193,39.0405038,50.1145106,21.9448761,1.0033712,Distant Object,,,,,,
8.4,0.15,29.0,0.1,4,2015-2017,M-v,38h,,,2015 KM175,2460800.5,23.84071,81.5397,137.82997,8.25447,0.0770106,0.00313511,46.2346324,MPO603002,3,Rudenko,000A,2017-03-28,2453196.05038,314.3772521,42.6740756,49.7951892,22.9802159,1.003191,Distant Object,,,,,,
6.96,0.15,34.0,0.15,4,2015-2022,M-v,3Ek,,,2015 KN175,2460800.5,273.28292,251.45121,93.40448,12.79584,0.1217517,0.00305444,47.0451223,MPO703890,4,MPCLINUX,000A,2022-04-26,2489191.37218,322.6798919,41.3172987,52.7729459,23.173875,1.0031087,Distant Object,,,,,,
8.2,0.15,28.0,0.08,3,2015-2017,M-v,38h,,,2015 KO175,2460800.5,112.06128,55.98562,68.87594,31.08763,0.0886174,0.00386369,40.2224119,MPO603002,3,Rudenko,000A,2017-08-26,2431796.13102,255.0951277,36.6580063,43.7868175,19.9532718,1.0039355,Distant Object,,,,,,
8.01,0.15,29.0,0.16,4,2014-2021,M-v,3Ek,,,2015 KP175,2460800.5,307.68136,124.92891,189.48518,10.62374,0.1232397,0.00330844,44.6053551,MPO623938,4,MPCLINUX,000A,2021-05-12,2476614.37982,297.9068584,39.1082045,50.1025057,21.963944,1.0033681,Distant Object,,,,,,
8.9,0.15,26.0,0.11,4,2015-2017,M-v,38h,,,2015 KQ175,2460800.5,356.67461,161.23618,94.32168,13.04948,0.0987147,0.00352848,42.7311271,MPO603002,3,Rudenko,000A,2017-03-28,2461742.96401,279.3293188,38.5129367,46.9493175,21.1573649,1.0035929,Distant Object,,,,,,
8.1,0.15,29.0,0.13,4,2014-2016,M-v,38h,,,2015 KR175,2460800.5,249.2945,160.91991,209.19862,15.65489,0.103685,0.00339161,43.8731198,MPO603002,3,Rudenko,000A,2016-05-30,2493441.58385,290.60145,39.3241354,48.4221042,21.7007292,1.003453,Distant Object,,,,,,
8.0,0.15,39.0,0.1,3,2014-2017,M-v,38h,,,2015 KS175,2460800.5,90.69276,36.31051,104.8788,7.70456,0.1053757,0.003257,45.0738491,MPO603003,4,Rudenko,000A,2017-08-24,2432955.01029,302.612574,40.3241607,49.8235375,22.2866737,1.0033155,Distant Object,,,,,,
7.69,0.15,40.0,0.07,4,2014-2024,M-v,3Ek,,,2015 KT175,2460800.5,62.10008,74.63245,102.3509,7.13799,0.0672158,0.00325634,45.0799111,E2024-JV1,4,MPCLINUX,000A,2024-05-04,2441729.75099,302.6736238,42.0498288,48.1099934,22.4381208,1.0033148,Distant Object,,,,,,
8.4,0.15,31.0,0.11,4,2014-2016,M-v,38h,,,2015 KU175,2460800.5,331.2843,101.6897,177.1432,7.06857,0.0441566,0.00341018,43.7137224,MPO603003,3,Rudenko,000A,2016-07-05,2469221.27945,289.0191936,41.783473,45.6439718,21.8142446,1.003472,Distant Object,,,,,,
7.16,0.15,35.0,0.12,4,2014-2021,M-v,3Ek,,,2015 KV175,2460800.5,24.9117,145.14178,70.21506,19.31967,0.1577233,0.00324217,45.2111914,MPO623938,4,MPCLINUX,000A,2021-05-12,2453116.68395,303.9967408,38.0803331,52.3420497,22.0432444,1.0033004,Distant Object,,,,,,
8.6,0.15,35.0,0.13,4,2014-2017,M-v,38h,,,2015 KW175,2460800.5,13.24217,115.0696,117.30596,6.35889,0.1436999,0.00315685,46.0221661,MPO603003,4,Rudenko,000A,2017-08-26,2456605.69197,312.2127131,39.4087854,52.6355468,22.535912,1.0032132,Distant Object,,,,,,
8.2,0.15,41.0,0.1,3,2014-2017,M-v,38h,,,2015 KX175,2460800.5,109.13023,6.22722,123.67194,5.90101,0.07421,0.003215,45.4654777,MPO603003,4,Rudenko,000A,2017-08-26,2426856.41602,306.5650474,42.0914846,48.8394708,22.6075468,1.0032726,Distant Object,,,,,,
8.0,0.15,39.0,0.1,4,2015-2017,M-v,38h,,,2015 KY175,2460800.5,330.66526,83.09477,199.47538,7.68608,0.0453342,0.00334323,44.2953564,MPO603004,3,Rudenko,000A,2017-05-25,2469574.94963,294.8066668,42.2872619,46.3034509,22.1021605,1.0034036,Distant Object,,,,,,
7.4,0.15,32.0,0.12,5,2014-2017,M-v,38h,,,2015 KZ175,2460800.5,222.04963,317.81008,72.76971,18.73449,0.1979279,0.00308316,46.7525781,MPO603004,4,Rudenko,000A,2017-06-26,2505544.54658,319.6747591,37.4989385,56.0062177,22.4605123,1.003138,Distant Object,,,,,,
8.5,0.15,28.0,0.11,4,2014-2016,M-v,38h,,,2015 KA176,2460800.5,283.88934,179.49478,159.88666,6.19848,0.1432856,0.00336845,44.0739875,MPO603004,3,Rudenko,000A,2016-05-30,2483395.99341,292.5994573,37.7588198,50.3891552,21.5845575,1.0034294,Distant Object,,,,,,
